,Zip Code,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
2237,91761,67,Female,No,One Year,Yes,19,105.0,12.0
2240,94025,39,Female,No,One Year,Yes,67,111.25,23.0
2241,91344,51,Female,No,Month-to-Month,Yes,8,75.25,3.0
2242,93652,38,Male,No,Two Year,No,67,70.9,15.0
2243,96128,47,Male,No,One Year,No,26,59.45,6.0
2244,92661,74,Male,Yes,Month-to-Month,Yes,57,95.25,21.0
2245,91942,64,Male,Yes,Month-to-Month,No,39,75.25,5.0
2246,92004,28,Male,No,Month-to-Month,No,47,54.25,26.0
2248,93268,35,Male,Yes,Month-to-Month,Yes,17,70.4,11.0
2249,90302,62,Male,No,Two Year,No,52,21.0,21.0
2250,92585,22,Male,No,Two Year,No,10,25.35,21.0
2252,90001,66,Female,Yes,Month-to-Month,Yes,8,94.45,8.0
2253,91755,70,Female,No,Two Year,No,72,89.1,13.0
2254,91752,45,Male,No,Month-to-Month,Yes,24,51.1,2.0
2255,96031,77,Male,No,Two Year,No,4,69.35,25.0
2256,95558,36,Male,Yes,Month-to-Month,Yes,26,83.95,20.0
2257,93924,59,Female,No,One Year,No,66,89.0,8.0
2258,94112,52,Female,No,Two Year,No,65,91.55,26.0
2259,94129,40,Female,No,One Year,Yes,34,79.95,23.0
2261,94107,43,Female,No,Two Year,Yes,71,99.0,17.0
2262,94110,36,Male,Yes,One Year,Yes,18,82.0,5.0
2264,92109,51,Male,Yes,Month-to-Month,Yes,8,74.5,23.0
2265,95526,43,Female,Yes,Month-to-Month,Yes,3,31.0,19.0
2266,91910,60,Female,No,Two Year,Yes,12,20.05,21.0
2267,92025,35,Female,No,One Year,No,16,20.1,21.0
2268,94710,77,Female,No,Two Year,Yes,72,110.1,23.0
2270,91784,27,Male,No,Month-to-Month,No,1,20.2,21.0
2271,90240,77,Male,Yes,Month-to-Month,No,10,85.55,27.0
2274,95249,34,Male,No,One Year,No,53,24.05,21.0
2275,95758,31,Female,No,One Year,No,52,100.3,19.0
2276,95935,74,Male,Yes,Month-to-Month,Yes,19,88.2,9.0
2278,95947,71,Male,No,Month-to-Month,Yes,51,29.45,21.0
2279,95305,69,Male,No,Month-to-Month,No,6,44.7,7.0
2280,92040,75,Male,No,Two Year,No,72,113.8,26.0
2282,95758,60,Male,Yes,Two Year,Yes,71,106.0,12.0
2283,91020,72,Male,No,Two Year,Yes,57,79.75,16.0
2284,95226,38,Male,No,Two Year,Yes,58,86.1,2.0
2285,94521,33,Female,No,Two Year,No,71,25.45,21.0
2286,90304,46,Female,No,Two Year,No,72,84.7,19.0
2287,95903,35,Male,No,Two Year,No,17,19.15,21.0
2288,94123,79,Male,Yes,Month-to-Month,Yes,39,95.65,23.0
2290,93235,37,Female,No,Two Year,No,68,19.6,21.0
2293,95525,34,Female,No,Month-to-Month,Yes,2,45.25,26.0
2294,91350,21,Male,No,Two Year,No,71,19.45,21.0
2296,94571,53,Male,No,One Year,No,34,19.6,21.0
2297,91733,56,Male,No,One Year,No,32,83.7,15.0
2298,90027,58,Male,No,Two Year,No,6,25.4,21.0
2299,94586,35,Female,No,Two Year,No,45,25.5,21.0
2300,93955,31,Female,Yes,Month-to-Month,No,37,28.6,10.0
2301,96037,75,Male,No,Two Year,Yes,11,111.4,13.0
2303,95453,76,Female,Yes,Month-to-Month,Yes,1,76.4,6.0
2305,94592,32,Female,No,Month-to-Month,Yes,29,66.1,26.0
2307,90001,36,Male,No,Month-to-Month,No,17,34.4,10.0
2308,95236,54,Male,No,Two Year,Yes,69,19.3,21.0
2309,93461,77,Male,No,Two Year,Yes,59,64.05,6.0
2310,95565,37,Male,No,Month-to-Month,Yes,1,19.2,21.0
2311,95117,33,Male,No,Month-to-Month,Yes,32,98.85,9.0
2312,93510,69,Male,No,Month-to-Month,Yes,29,79.3,2.0
2314,90035,42,Male,No,One Year,No,28,50.8,19.0
2316,91502,64,Male,No,Month-to-Month,Yes,50,93.5,21.0
2317,92109,79,Female,Yes,Month-to-Month,No,5,45.7,15.0
2318,95254,50,Female,No,Month-to-Month,Yes,14,78.1,16.0
2319,94560,23,Female,No,Month-to-Month,Yes,20,19.5,21.0
2320,91731,58,Male,No,Month-to-Month,Yes,3,92.0,9.0
2322,92121,69,Male,Yes,Month-to-Month,Yes,6,95.75,6.0
2323,90210,65,Male,No,Month-to-Month,Yes,14,95.6,10.0
2324,95645,61,Male,No,Month-to-Month,Yes,23,96.9,6.0
2326,93624,58,Male,Yes,One Year,No,28,106.1,24.0
2327,92131,31,Female,No,One Year,Yes,64,96.9,21.0
2328,93523,56,Female,Yes,Month-to-Month,Yes,3,50.6,25.0
2330,95642,51,Female,Yes,Month-to-Month,Yes,1,49.95,4.0
2331,94542,70,Female,Yes,Month-to-Month,Yes,33,110.45,25.0
2332,91913,38,Male,No,Month-to-Month,No,12,94.55,8.0
2333,95968,75,Male,No,One Year,Yes,72,97.25,20.0
2335,95492,29,Male,No,Month-to-Month,Yes,4,20.2,21.0
2337,92003,70,Female,Yes,Month-to-Month,Yes,18,48.35,12.0
2338,93402,60,Male,No,Month-to-Month,No,29,80.1,27.0
2339,95448,47,Female,Yes,Month-to-Month,Yes,28,92.35,20.0
2340,93616,70,Female,No,One Year,Yes,59,99.5,9.0
2342,94535,41,Female,Yes,One Year,Yes,67,94.35,11.0
2344,95616,45,Female,No,Two Year,No,9,19.75,21.0
2345,94924,37,Female,No,One Year,No,8,54.25,27.0
2346,96085,48,Female,No,Two Year,Yes,58,19.85,21.0
2348,95019,33,Female,No,Month-to-Month,No,5,19.95,21.0
2349,92067,60,Female,No,Month-to-Month,Yes,17,83.55,19.0
2350,92201,63,Male,No,Month-to-Month,No,30,85.45,19.0
2351,94041,50,Female,No,Month-to-Month,No,3,76.1,17.0
2352,94964,31,Male,No,One Year,No,13,24.5,21.0
2353,95524,76,Male,Yes,Month-to-Month,Yes,16,86.6,22.0
2354,92347,58,Male,No,Two Year,No,30,21.25,21.0
2355,95030,57,Male,No,Month-to-Month,No,1,19.2,21.0
2356,93553,42,Female,Yes,Month-to-Month,No,13,89.4,15.0
2357,96103,31,Male,No,Month-to-Month,No,34,19.7,21.0
2359,91016,42,Female,Yes,Month-to-Month,Yes,4,70.9,27.0
2360,92840,44,Male,No,One Year,No,44,24.85,21.0
2361,95648,61,Male,No,Month-to-Month,Yes,47,104.1,21.0
2362,95119,27,Female,No,Month-to-Month,No,13,18.8,21.0
2363,95004,44,Male,Yes,Month-to-Month,Yes,5,94.85,19.0
2364,96123,61,Female,No,Two Year,No,23,23.85,21.0
2365,95970,79,Female,Yes,Month-to-Month,Yes,8,105.5,15.0
2367,92274,53,Female,No,Two Year,No,67,94.1,27.0
2368,95626,59,Female,Yes,Month-to-Month,Yes,25,100.25,3.0
2370,95140,64,Male,No,Two Year,Yes,43,60.0,13.0
2371,92121,79,Female,Yes,Month-to-Month,Yes,12,91.3,18.0
2372,92833,74,Female,No,Two Year,Yes,72,89.55,24.0
2373,94063,76,Male,Yes,Month-to-Month,Yes,21,69.1,18.0
2374,96096,40,Male,No,Two Year,No,51,60.5,10.0
2376,95715,59,Male,No,One Year,No,51,59.9,3.0
2377,91201,73,Female,No,Two Year,Yes,22,63.55,25.0
2378,95482,40,Female,No,Month-to-Month,Yes,51,80.75,27.0
2380,95661,23,Male,No,Month-to-Month,Yes,3,20.05,21.0
2381,94111,40,Female,No,One Year,No,44,94.4,27.0
2382,90221,61,Female,No,Two Year,No,31,79.2,27.0
2383,90038,80,Female,No,Month-to-Month,Yes,3,74.6,17.0
2384,90037,71,Male,No,One Year,No,1,45.25,12.0
2385,95374,40,Male,No,Month-to-Month,Yes,41,55.7,3.0
2386,93445,57,Male,No,Month-to-Month,Yes,60,103.75,19.0
2390,96101,45,Female,No,Month-to-Month,No,2,79.55,6.0
2391,92821,78,Male,No,Two Year,Yes,5,71.45,9.0
2393,93921,57,Male,Yes,Month-to-Month,Yes,1,71.0,19.0
2395,93543,58,Female,No,One Year,Yes,14,19.5,21.0
2396,92117,78,Male,Yes,One Year,Yes,58,108.85,19.0
2397,94965,47,Male,Yes,Month-to-Month,No,15,51.55,26.0
2399,95471,34,Male,No,Two Year,Yes,60,89.55,10.0
2400,95382,64,Male,Yes,Month-to-Month,Yes,1,69.35,27.0
2404,93249,46,Female,No,One Year,Yes,43,60.4,10.0
2405,93614,60,Male,No,One Year,Yes,68,76.9,13.0
2406,91024,66,Male,Yes,Month-to-Month,Yes,58,45.3,24.0
2407,96141,57,Female,No,Month-to-Month,No,4,55.5,10.0
2408,93309,36,Male,No,Month-to-Month,Yes,46,45.2,16.0
2409,95660,62,Female,No,Two Year,No,35,19.7,21.0
2410,95132,70,Male,No,One Year,Yes,47,86.05,20.0
2411,95458,47,Male,No,One Year,Yes,25,20.95,21.0
2412,93652,78,Female,No,Two Year,Yes,19,94.95,27.0
2413,91750,39,Male,No,Month-to-Month,Yes,49,74.6,18.0
2414,92407,59,Male,No,Month-to-Month,Yes,6,69.1,18.0
2415,92059,66,Male,No,Two Year,Yes,68,20.0,21.0
2416,95986,35,Female,No,Two Year,No,58,20.3,21.0
2417,92549,29,Male,No,Two Year,Yes,25,20.75,21.0
2418,94940,58,Male,No,Two Year,No,24,24.2,21.0
2420,90802,50,Male,No,Month-to-Month,Yes,15,69.5,21.0
2421,95735,34,Male,No,Month-to-Month,Yes,26,92.4,8.0
2422,91701,46,Male,No,Month-to-Month,Yes,16,69.1,18.0
2423,90031,42,Female,No,One Year,No,10,70.3,26.0
2425,95123,49,Female,No,Two Year,No,67,74.0,16.0
2427,95826,43,Male,No,Two Year,No,40,25.25,21.0
2428,95824,61,Female,Yes,Month-to-Month,Yes,16,100.0,26.0
2430,96031,36,Male,No,Month-to-Month,Yes,41,80.25,3.0
2432,95128,44,Female,No,Two Year,No,70,79.7,19.0
2433,92301,53,Male,No,Month-to-Month,No,21,24.7,21.0
2434,94941,47,Female,No,One Year,No,36,19.55,21.0
2435,93669,46,Female,No,One Year,No,70,74.1,21.0
2436,91901,66,Male,Yes,Month-to-Month,Yes,8,74.5,7.0
2437,92304,40,Female,No,Month-to-Month,Yes,2,84.05,13.0
2438,95490,32,Female,No,One Year,Yes,56,60.25,22.0
2439,91411,38,Male,Yes,Month-to-Month,Yes,1,70.05,20.0
2440,92801,40,Male,No,Month-to-Month,No,4,70.5,5.0
2441,95690,59,Male,No,Two Year,Yes,63,19.15,21.0
2442,90008,35,Male,No,Two Year,No,68,70.8,10.0
2443,93702,76,Female,Yes,Month-to-Month,Yes,15,96.3,8.0
2444,93531,41,Female,No,Month-to-Month,No,43,80.45,15.0
2445,95358,52,Male,Yes,Month-to-Month,No,1,19.95,21.0
2446,90744,40,Male,No,One Year,No,35,26.2,21.0
2447,91602,49,Male,No,Two Year,No,60,19.95,21.0
2448,91731,55,Female,No,Two Year,No,71,111.3,19.0
2449,90715,43,Female,No,Two Year,Yes,71,90.55,20.0
2450,93218,74,Male,No,One Year,No,24,70.0,13.0
2453,92404,57,Female,Yes,Two Year,No,70,65.3,24.0
2454,95969,67,Male,No,Two Year,Yes,72,109.55,4.0
2457,92120,47,Male,No,Two Year,Yes,72,112.6,14.0
2458,92345,54,Male,No,Two Year,No,34,26.1,21.0
2462,94022,65,Male,No,One Year,No,26,19.3,21.0
2465,95018,58,Female,No,Two Year,No,17,19.4,21.0
2467,90263,55,Female,No,Month-to-Month,No,7,20.65,21.0
2468,95337,27,Female,No,Month-to-Month,No,22,19.9,21.0
2469,96120,56,Male,No,Two Year,No,68,70.95,3.0
2470,91030,76,Male,Yes,Month-to-Month,No,32,85.3,10.0
2472,91324,78,Female,No,Two Year,Yes,47,67.45,24.0
2473,94127,46,Male,Yes,Month-to-Month,Yes,3,29.6,3.0
2475,91214,51,Female,No,Month-to-Month,Yes,55,85.1,19.0
2476,95466,36,Female,No,Two Year,Yes,72,83.6,22.0
2478,92225,29,Male,No,Two Year,No,7,19.45,21.0
2479,94074,20,Female,No,One Year,No,47,26.9,21.0
2480,94402,56,Male,No,Two Year,Yes,12,24.0,21.0
2483,95919,68,Male,Yes,Month-to-Month,Yes,1,74.4,12.0
2485,95685,21,Female,No,One Year,Yes,20,20.0,21.0
2486,90043,56,Female,No,Two Year,No,47,74.05,3.0
2487,92364,38,Male,No,Two Year,No,68,62.65,24.0
2488,95209,65,Female,Yes,Month-to-Month,Yes,29,99.05,6.0
2490,91367,50,Male,No,Month-to-Month,Yes,1,45.55,4.0
2491,91361,39,Female,No,Month-to-Month,No,12,45.9,4.0
2492,96048,40,Male,No,One Year,Yes,53,105.25,27.0
2493,95665,44,Female,No,Month-to-Month,Yes,24,84.35,3.0
2496,93725,40,Female,No,Month-to-Month,Yes,42,49.55,23.0
2498,93060,60,Male,Yes,Month-to-Month,Yes,65,109.15,4.0
2500,94546,47,Male,No,One Year,No,45,18.85,21.0
2501,92314,59,Male,No,Month-to-Month,No,1,55.05,15.0
2502,93611,56,Female,No,Two Year,Yes,61,24.2,21.0
2504,92122,34,Male,Yes,Month-to-Month,Yes,10,44.85,17.0
2508,92201,53,Female,Yes,Month-to-Month,No,8,95.65,12.0
2509,94707,25,Female,No,One Year,No,57,74.6,27.0
2510,95667,37,Male,No,One Year,Yes,10,98.9,26.0
2511,90077,78,Female,No,Month-to-Month,Yes,35,99.05,7.0
2512,91766,19,Male,No,Month-to-Month,Yes,9,44.4,26.0
2513,90703,50,Male,No,Month-to-Month,No,1,20.35,21.0
2514,94947,44,Female,No,One Year,No,24,20.4,21.0
2515,96033,31,Female,No,Month-to-Month,Yes,2,20.45,21.0
2516,95493,33,Male,No,Month-to-Month,No,3,35.1,25.0
2518,92227,49,Female,No,Month-to-Month,Yes,27,95.6,24.0
2519,92782,73,Female,No,Two Year,Yes,70,104.45,13.0
2521,92278,67,Male,No,One Year,No,55,60.0,23.0
2522,95236,35,Male,No,One Year,Yes,31,50.05,5.0
2523,91748,68,Male,Yes,Month-to-Month,Yes,13,106.9,11.0
2524,91502,53,Male,No,Two Year,Yes,64,109.2,12.0
2525,94020,59,Female,No,Two Year,Yes,71,24.45,21.0
2526,95355,61,Female,No,Two Year,No,66,109.25,25.0
2527,92584,44,Female,No,Two Year,No,52,19.35,21.0
2528,92548,32,Male,No,Month-to-Month,Yes,2,54.45,19.0
2529,96091,71,Female,Yes,Month-to-Month,Yes,14,100.2,19.0
2530,95073,44,Female,No,Month-to-Month,Yes,57,49.9,14.0
2531,90065,34,Male,No,Month-to-Month,Yes,21,19.95,21.0
2532,95326,49,Female,Yes,Month-to-Month,No,9,71.0,9.0
2535,96086,77,Male,No,Two Year,Yes,17,101.8,25.0
2537,91406,49,Female,No,Two Year,Yes,15,38.8,23.0
2538,92281,19,Male,No,Two Year,Yes,62,20.05,21.0
2539,95257,34,Female,No,One Year,No,13,43.8,2.0
2542,95135,52,Female,No,Month-to-Month,Yes,19,60.6,20.0
2544,94587,54,Female,Yes,Month-to-Month,Yes,31,89.9,11.0
2545,90240,34,Female,No,Two Year,No,71,19.9,21.0
2546,92057,58,Female,No,One Year,Yes,61,115.1,7.0
2547,93662,74,Male,Yes,Month-to-Month,Yes,7,95.6,11.0
2548,95977,60,Male,No,Month-to-Month,No,13,97.0,19.0
2549,91325,29,Male,No,Month-to-Month,No,1,20.75,21.0
2550,95822,42,Female,No,Two Year,No,56,19.7,21.0
2551,95642,52,Male,Yes,Month-to-Month,Yes,22,94.7,15.0
2554,95821,39,Male,No,One Year,Yes,43,19.2,21.0
2555,90064,60,Female,No,Two Year,No,61,88.65,22.0
2556,90017,48,Female,No,Two Year,No,69,113.25,3.0
2558,93405,76,Female,No,Two Year,No,52,108.1,18.0
2561,90278,44,Female,No,Two Year,Yes,54,20.5,21.0
2562,93933,43,Female,Yes,Month-to-Month,Yes,15,101.25,26.0
2564,90003,37,Male,Yes,Month-to-Month,Yes,2,53.85,21.0
2566,91326,47,Male,Yes,Month-to-Month,No,1,46.2,21.0
2567,90604,57,Female,No,Two Year,Yes,71,115.15,9.0
2568,93933,46,Male,Yes,Month-to-Month,Yes,4,80.6,2.0
2569,91384,71,Male,Yes,Month-to-Month,Yes,36,84.1,15.0
2570,92660,40,Male,No,Month-to-Month,No,5,20.65,21.0
2571,91737,29,Male,No,Month-to-Month,Yes,10,19.85,21.0
2572,95658,73,Female,Yes,Month-to-Month,Yes,2,30.4,13.0
2574,91326,45,Male,No,Two Year,No,68,19.95,21.0
2575,90305,38,Female,No,Month-to-Month,No,1,19.45,21.0
2577,96134,27,Male,No,Month-to-Month,Yes,10,24.4,21.0
2578,94107,51,Female,Yes,Month-to-Month,Yes,6,50.8,12.0
2579,95935,34,Male,Yes,One Year,Yes,58,104.65,25.0
2580,96029,56,Female,No,Month-to-Month,Yes,16,63.05,23.0
2582,93239,70,Female,No,One Year,Yes,52,106.5,18.0
2584,96021,62,Female,No,Month-to-Month,Yes,5,19.65,21.0
2585,96011,50,Female,No,Two Year,No,68,25.5,21.0
2586,95124,59,Female,No,One Year,Yes,50,82.5,2.0
2588,96128,70,Male,No,Two Year,Yes,16,74.45,5.0
2590,95981,51,Male,Yes,Month-to-Month,No,2,90.0,7.0
2592,90703,49,Male,Yes,One Year,Yes,45,20.4,21.0
2593,95482,52,Female,No,Two Year,No,69,99.15,19.0
2595,94611,44,Female,Yes,One Year,No,32,84.05,14.0
2597,91201,22,Male,No,One Year,Yes,61,20.55,21.0
2598,95313,76,Female,Yes,Month-to-Month,Yes,42,74.15,21.0
2599,90048,49,Female,No,Month-to-Month,Yes,49,84.5,24.0
2600,95062,43,Female,No,Month-to-Month,Yes,37,78.9,4.0
2601,92130,62,Male,Yes,Month-to-Month,Yes,1,69.1,18.0
2604,96065,19,Male,No,Two Year,No,5,20.45,21.0
2605,95943,36,Male,No,Month-to-Month,No,38,91.7,9.0
2607,94568,48,Male,No,Month-to-Month,No,1,19.75,21.0
2608,95366,68,Female,No,Two Year,Yes,54,18.95,21.0
2610,96024,45,Female,Yes,Month-to-Month,Yes,2,70.95,26.0
2611,94704,49,Male,No,One Year,No,15,19.8,21.0
2612,95977,62,Female,No,Two Year,Yes,27,19.6,21.0
2614,92004,74,Male,No,Two Year,No,24,54.8,27.0
2615,92254,37,Male,No,One Year,No,10,20.45,21.0
2616,93654,48,Male,No,Month-to-Month,No,6,19.55,21.0
2618,93312,29,Female,No,Month-to-Month,No,1,20.4,21.0
2619,91302,32,Male,No,One Year,Yes,66,25.7,21.0
2622,93256,80,Male,No,Two Year,Yes,65,110.35,27.0
2624,92342,78,Male,No,One Year,Yes,61,85.55,23.0
2625,90301,29,Male,No,Month-to-Month,Yes,22,51.1,27.0
2626,95630,50,Male,No,One Year,Yes,28,91.25,12.0
2627,94030,60,Female,Yes,Month-to-Month,Yes,11,96.2,19.0
2628,91948,57,Male,No,Month-to-Month,Yes,24,84.85,14.0
2629,90723,37,Male,No,One Year,No,36,35.35,23.0
2630,94574,79,Male,No,One Year,Yes,67,60.95,12.0
2631,92346,64,Female,No,Month-to-Month,No,3,20.2,21.0
2634,92028,63,Male,Yes,Month-to-Month,Yes,1,74.6,3.0
2635,94610,33,Male,No,Month-to-Month,Yes,4,40.05,13.0
2636,95423,58,Male,Yes,Month-to-Month,Yes,2,67.75,4.0
2637,94501,38,Female,No,Month-to-Month,No,12,19.45,21.0
2638,91741,64,Male,No,One Year,No,7,20.65,21.0
2639,95494,62,Female,Yes,Month-to-Month,No,1,35.05,22.0
2640,94960,59,Female,No,Month-to-Month,Yes,13,20.45,21.0
2642,94806,78,Male,Yes,Month-to-Month,Yes,2,44.15,25.0
2643,92648,78,Male,Yes,Month-to-Month,Yes,16,71.8,5.0
2644,91101,66,Male,No,One Year,Yes,65,100.75,8.0
2645,93444,77,Male,Yes,Month-to-Month,No,32,106.35,3.0
2647,90011,69,Female,No,Two Year,Yes,65,108.8,9.0
2649,91905,49,Male,No,Two Year,No,46,19.2,21.0
2652,90503,73,Male,Yes,Month-to-Month,No,57,100.6,3.0
2653,90278,19,Male,No,Two Year,No,67,24.85,21.0
2654,95563,61,Female,No,Two Year,No,33,20.1,21.0
2655,93463,38,Male,No,Month-to-Month,Yes,20,90.7,27.0
2656,90716,23,Female,No,Two Year,No,64,20.2,21.0
2657,91501,79,Female,Yes,Month-to-Month,Yes,1,36.45,26.0
2658,95721,52,Female,No,Two Year,No,58,19.55,21.0
2659,92127,33,Female,No,One Year,No,24,20.15,21.0
2660,94929,38,Female,No,Two Year,No,71,93.2,23.0
2661,92384,77,Male,No,One Year,Yes,35,76.05,17.0
2662,90803,33,Female,No,Month-to-Month,Yes,8,68.55,17.0
2663,91345,24,Male,No,Two Year,No,53,24.6,21.0
2664,93517,40,Male,No,Month-to-Month,No,1,19.65,21.0
2665,92807,69,Female,No,One Year,Yes,72,106.85,20.0
2668,95618,73,Female,Yes,Month-to-Month,Yes,13,95.05,24.0
2669,96008,53,Male,No,Month-to-Month,Yes,30,50.0,6.0
2673,91303,31,Male,No,Month-to-Month,No,11,86.2,10.0
2674,95121,55,Male,Yes,Month-to-Month,Yes,1,23.45,21.0
2676,93207,49,Male,Yes,Month-to-Month,Yes,7,69.95,3.0
2678,95606,44,Male,Yes,Month-to-Month,No,1,89.15,18.0
2679,92821,25,Female,Yes,Month-to-Month,No,1,20.55,21.0
2680,94043,55,Male,Yes,Month-to-Month,Yes,50,103.85,14.0
2681,92309,47,Female,Yes,Month-to-Month,Yes,4,33.65,4.0
2682,94938,44,Female,No,Month-to-Month,No,3,18.8,21.0
2683,95935,59,Female,No,One Year,Yes,55,94.75,17.0
2684,93623,21,Female,No,Month-to-Month,No,1,20.0,21.0
2685,91801,35,Female,No,Month-to-Month,Yes,20,44.35,18.0
2687,92256,63,Male,No,Two Year,No,70,25.35,21.0
2688,92358,61,Male,Yes,Month-to-Month,Yes,7,99.8,2.0
2689,92240,51,Female,No,Two Year,No,27,24.5,21.0
2690,96104,39,Male,No,Two Year,Yes,67,50.95,6.0
2691,94545,58,Female,Yes,Month-to-Month,Yes,31,79.85,12.0
2693,91406,61,Male,No,One Year,No,12,24.95,21.0
2694,92833,27,Female,No,Month-to-Month,No,17,19.7,21.0
2695,95232,38,Female,No,Two Year,Yes,72,109.5,19.0
2696,90814,23,Male,Yes,Month-to-Month,Yes,7,85.2,26.0
2697,93720,69,Male,No,Two Year,No,71,24.85,21.0
2699,93442,33,Female,No,Month-to-Month,No,1,35.0,14.0
2700,90033,69,Female,No,Two Year,Yes,71,96.35,12.0
2703,95335,55,Male,No,Month-to-Month,Yes,2,19.65,21.0
2705,93604,27,Female,No,Month-to-Month,Yes,10,20.9,21.0
2706,91106,42,Male,No,One Year,Yes,71,66.2,26.0
2707,95722,58,Male,No,Month-to-Month,Yes,17,95.65,5.0
2709,92117,48,Male,Yes,Month-to-Month,Yes,23,74.95,13.0
2711,93247,47,Female,Yes,Month-to-Month,No,4,45.65,27.0
2712,94607,27,Male,Yes,One Year,No,12,53.65,26.0
2713,92691,60,Male,No,Month-to-Month,Yes,59,64.65,18.0
2714,95615,76,Male,No,Two Year,Yes,38,80.45,27.0
2715,94110,40,Male,No,One Year,Yes,72,106.1,26.0
2716,90077,25,Male,No,Two Year,No,19,19.65,21.0
2717,95831,77,Male,No,Month-to-Month,Yes,69,84.9,14.0
2718,90017,64,Female,Yes,Month-to-Month,Yes,2,70.75,10.0
2720,95693,56,Female,No,Two Year,Yes,70,113.05,15.0
2721,93010,70,Male,Yes,Month-to-Month,No,1,69.1,12.0
2722,93703,54,Male,No,Month-to-Month,Yes,14,55.5,21.0
2723,95306,58,Male,No,Two Year,No,67,25.6,21.0
2726,92037,68,Female,No,Two Year,Yes,1,71.25,2.0
2728,95922,51,Female,Yes,Month-to-Month,Yes,17,70.0,17.0
2729,95619,58,Female,No,Two Year,No,67,36.15,15.0
2730,92831,57,Female,Yes,One Year,Yes,72,109.25,11.0
2731,90254,48,Female,No,One Year,Yes,45,25.9,21.0
2732,95843,52,Male,No,Two Year,No,68,82.85,27.0
2735,90063,40,Female,Yes,Month-to-Month,No,1,59.2,24.0
2738,95301,61,Female,No,Month-to-Month,Yes,67,53.4,11.0
2739,96035,42,Female,No,Two Year,No,24,24.7,21.0
2740,96113,23,Female,No,One Year,No,10,73.55,26.0
2741,96123,71,Female,No,Two Year,Yes,45,97.05,4.0
2742,93553,45,Female,Yes,Month-to-Month,No,1,19.9,21.0
2743,96109,66,Male,Yes,Month-to-Month,Yes,12,101.35,4.0
2744,90601,35,Male,No,Two Year,No,63,75.7,21.0
2746,94024,40,Female,Yes,Month-to-Month,No,6,83.9,24.0
2748,95555,28,Female,No,Two Year,No,72,19.4,21.0
2749,95765,46,Female,No,Two Year,Yes,71,61.4,27.0
2750,93230,52,Female,No,Two Year,Yes,72,70.45,19.0
2751,90019,40,Female,No,Two Year,No,64,25.55,21.0
2755,95066,53,Female,No,Month-to-Month,Yes,26,49.5,19.0
2756,95638,69,Female,Yes,Month-to-Month,Yes,50,71.05,24.0
2758,95841,62,Female,No,One Year,No,41,50.05,12.0
2759,95335,48,Male,Yes,One Year,Yes,53,94.25,9.0
2760,90680,45,Male,No,Month-to-Month,No,1,19.75,21.0
2762,95490,51,Male,No,Month-to-Month,Yes,45,103.65,13.0
2763,92311,48,Female,No,Two Year,No,50,39.7,6.0
2764,95364,33,Male,Yes,Month-to-Month,Yes,23,99.25,7.0
2765,92278,54,Male,No,One Year,No,44,25.7,21.0
2766,92320,58,Male,No,Month-to-Month,No,2,19.75,21.0
2767,96114,55,Male,No,Two Year,No,72,84.3,27.0
2768,95527,32,Male,No,One Year,Yes,42,45.1,26.0
2769,90010,48,Female,Yes,Month-to-Month,Yes,26,74.95,15.0
2770,95113,33,Female,Yes,Month-to-Month,Yes,12,44.55,16.0
2772,91761,50,Male,Yes,Month-to-Month,No,1,50.9,11.0
2773,93455,43,Male,No,Month-to-Month,No,9,54.8,24.0
2774,95033,64,Male,No,Two Year,No,66,68.75,10.0
2777,92234,76,Female,No,One Year,Yes,42,95.05,10.0
2779,94115,67,Female,No,One Year,Yes,23,75.4,25.0
2780,95350,62,Female,No,Month-to-Month,Yes,28,80.6,5.0
2781,92536,50,Female,No,One Year,No,70,65.2,12.0
2783,90068,61,Female,No,Two Year,No,34,24.95,21.0
2784,91362,49,Male,No,Month-to-Month,Yes,1,44.05,10.0
2786,93514,74,Female,No,One Year,No,3,75.05,13.0
2787,90061,42,Male,No,Two Year,No,72,92.3,5.0
2788,95585,54,Female,No,Two Year,Yes,67,24.9,21.0
2789,94708,46,Female,No,Month-to-Month,No,11,76.4,20.0
2790,94303,47,Female,No,Month-to-Month,Yes,58,65.25,20.0
2791,91307,45,Female,No,Two Year,Yes,62,19.2,21.0
2792,92008,49,Male,No,Two Year,Yes,71,19.9,21.0
2793,92130,63,Female,Yes,Month-to-Month,Yes,30,94.1,24.0
2794,94920,57,Male,No,Two Year,No,72,19.3,21.0
2795,91752,55,Male,No,Month-to-Month,No,1,20.6,21.0
2796,92086,30,Female,No,Month-to-Month,No,5,20.15,21.0
2797,90232,62,Male,No,Two Year,No,19,20.85,21.0
2798,93305,28,Male,No,Month-to-Month,Yes,8,19.7,21.0
2799,91040,78,Male,No,Two Year,Yes,65,85.75,23.0
2800,93638,37,Male,No,One Year,Yes,36,20.35,21.0
2802,95986,29,Male,No,One Year,No,26,19.4,21.0
2803,95476,58,Male,No,Month-to-Month,No,9,75.6,6.0
2804,92625,68,Female,Yes,Month-to-Month,Yes,1,91.3,2.0
2805,91011,74,Male,Yes,Month-to-Month,Yes,37,92.5,4.0
2806,95301,55,Female,Yes,Month-to-Month,Yes,6,109.9,10.0
2808,95832,77,Male,No,Two Year,No,71,19.8,21.0
