,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
1913,70,Male,No,Month-to-Month,Yes,3,125.0,33.0
1914,58,Female,Yes,Month-to-Month,Yes,3,245.1,76.0
1915,63,Male,Yes,Month-to-Month,Yes,13,232.6,143.0
1916,46,Male,No,Month-to-Month,No,4,172.5,63.0
1917,89,Male,No,Month-to-Month,Yes,6,137.5,63.0
1918,49,Female,No,One year,Yes,16,162.5,175.0
1919,30,Male,Yes,Month-to-Month,No,12,172.5,154.0
1920,86,Female,Yes,Month-to-Month,Yes,5,165.0,88.0
1921,28,Male,Yes,Month-to-Month,Yes,3,160.0,101.0
1922,56,Male,Yes,Two Year,Yes,13,232.6,178.0
1923,80,Female,No,Two Year,Yes,5,172.5,57.0
1924,28,Female,Yes,Month-to-Month,Yes,10,160.0,110.0
1925,53,Female,No,One year,Yes,4,172.5,53.0
1926,86,Female,No,Month-to-Month,Yes,8,170.0,79.0
1927,27,Male,No,Two Year,No,6,175.0,129.0
1929,85,Female,No,One year,Yes,22,125.0,196.0
1930,47,Male,Yes,One year,Yes,17,265.1,184.0
1931,57,Male,No,One year,No,2,169.9,43.0
1932,51,Male,Yes,Month-to-Month,Yes,10,182.5,107.0
1933,37,Male,No,Two Year,Yes,12,137.5,107.0
1934,32,Female,Yes,Month-to-Month,Yes,15,202.6,202.0
1935,55,Male,Yes,Month-to-Month,No,10,225.1,168.0
1936,69,Male,Yes,Two Year,No,6,255.1,132.0
1937,24,Male,No,Month-to-Month,No,11,160.0,107.0
1938,79,Male,Yes,Month-to-Month,Yes,2,185.0,93.0
1939,64,Female,No,Month-to-Month,Yes,13,160.0,110.0
1940,26,Female,Yes,Two Year,No,4,265.1,93.0
1941,60,Female,Yes,Two Year,Yes,10,152.5,126.0
1942,69,Male,No,Month-to-Month,Yes,9,142.5,117.0
1944,65,Female,No,Two Year,Yes,7,165.0,79.0
1945,70,Male,No,Month-to-Month,Yes,1,127.5,25.0
1946,81,Female,No,Two Year,Yes,4,125.0,33.0
1947,42,Male,No,Month-to-Month,No,22,127.5,206.0
1948,55,Male,No,One year,Yes,4,137.5,49.0
1949,21,Male,Yes,Month-to-Month,No,22,202.6,258.0
1950,30,Male,Yes,Month-to-Month,No,2,230.1,76.0
1951,86,Male,Yes,Two Year,No,1,187.6,96.0
1952,81,Female,No,Month-to-Month,Yes,21,137.5,151.0
1953,81,Male,Yes,Month-to-Month,No,21,212.7,209.0
1954,19,Female,No,Month-to-Month,No,17,115.0,137.0
1955,41,Male,No,One year,Yes,23,175.1,205.0
1956,76,Female,No,One year,Yes,8,172.5,86.0
1957,70,Male,Yes,Two Year,Yes,14,277.6,159.0
1958,22,Male,Yes,Month-to-Month,No,11,187.6,164.0
1959,41,Female,No,One year,Yes,11,160.0,93.0
1960,32,Male,No,Two Year,No,3,102.5,44.0
1961,54,Male,Yes,Month-to-Month,No,8,230.0,107.0
1962,57,Male,Yes,Month-to-Month,No,10,162.5,137.0
1963,72,Female,No,Month-to-Month,No,3,140.0,76.0
1965,46,Male,Yes,Two Year,Yes,8,222.6,148.0
1966,41,Male,Yes,Two Year,Yes,11,247.7,173.0
1967,64,Male,No,One year,No,8,162.5,114.0
1968,62,Male,Yes,Month-to-Month,Yes,3,207.6,62.0
1969,44,Female,No,Two Year,Yes,6,172.5,106.0
1970,86,Female,No,Two Year,No,19,137.5,144.0
1971,36,Female,Yes,Month-to-Month,No,11,170.0,106.0
1972,66,Male,Yes,Month-to-Month,Yes,1,240.1,60.0
1973,54,Male,No,Two Year,Yes,11,165.0,159.0
1974,63,Female,Yes,Month-to-Month,Yes,15,185.0,133.0
1975,59,Female,No,Month-to-Month,No,13,205.0,112.0
1976,65,Male,Yes,Month-to-Month,Yes,4,150.0,51.0
1977,48,Male,No,One year,Yes,15,165.0,169.0
1978,49,Male,No,Two Year,No,16,130.0,168.0
1979,35,Female,No,One year,Yes,15,170.0,131.0
1980,87,Male,Yes,Month-to-Month,Yes,6,185.0,111.0
1981,60,Male,No,One year,No,27,152.5,213.0
1982,82,Male,No,Month-to-Month,Yes,25,179.9,186.0
1983,45,Female,No,Two Year,No,9,162.5,121.0
1984,44,Female,No,Month-to-Month,Yes,6,120.0,105.0
1985,19,Male,Yes,Two Year,Yes,9,169.9,108.0
1986,37,Female,No,Month-to-Month,Yes,7,175.0,99.0
1987,19,Female,Yes,Month-to-Month,No,4,192.4,68.0
1988,70,Male,No,Month-to-Month,Yes,1,147.5,21.0
1989,51,Female,Yes,Month-to-Month,Yes,2,142.5,38.0
1990,71,Female,Yes,Month-to-Month,Yes,6,255.2,94.0
1991,30,Male,Yes,Month-to-Month,Yes,5,182.4,78.0
1992,27,Female,No,Two Year,Yes,22,182.5,186.0
1993,36,Female,Yes,Two Year,Yes,4,185.0,71.0
1994,76,Male,No,One year,No,21,200.0,223.0
1995,47,Female,No,Month-to-Month,No,6,120.0,66.0
1996,26,Male,Yes,Two Year,No,15,175.0,183.0
1997,31,Male,Yes,One year,Yes,6,275.1,115.0
1998,34,Male,No,Two Year,Yes,6,217.5,87.0
1999,56,Female,Yes,Month-to-Month,No,10,150.0,95.0
2000,44,Male,Yes,Month-to-Month,Yes,11,242.7,144.0
2001,62,Male,Yes,One year,Yes,1,205.0,48.0
2002,39,Female,No,Month-to-Month,No,13,140.0,116.0
2003,29,Female,Yes,Month-to-Month,No,2,130.0,75.0
2004,49,Female,Yes,Month-to-Month,No,8,242.6,118.0
2005,18,Female,No,Two Year,Yes,1,145.0,23.0
2006,19,Female,No,Two Year,Yes,6,275.1,118.0
2007,43,Female,Yes,One year,No,1,235.1,101.0
2008,28,Male,Yes,One year,Yes,8,177.5,140.0
2009,86,Male,Yes,Month-to-Month,Yes,2,140.0,74.0
2010,70,Female,Yes,Month-to-Month,Yes,9,162.5,131.0
2011,79,Female,No,One year,Yes,20,130.0,159.0
2012,84,Female,Yes,Month-to-Month,Yes,8,172.5,87.0
2013,46,Male,No,One year,No,3,169.9,70.0
2014,29,Male,Yes,Month-to-Month,Yes,18,185.0,226.0
2015,55,Male,Yes,Month-to-Month,No,15,172.5,175.0
2016,86,Female,Yes,Month-to-Month,Yes,3,245.1,81.0
2017,26,Female,Yes,Month-to-Month,Yes,17,230.1,175.0
2018,79,Female,Yes,Month-to-Month,No,2,252.6,55.0
2019,72,Male,No,Month-to-Month,No,5,192.5,60.0
2020,34,Female,No,Two Year,No,11,117.4,135.0
2021,45,Female,No,One year,Yes,9,172.4,129.0
2023,20,Female,No,Two Year,Yes,4,140.0,69.0
2024,80,Male,No,Two Year,No,10,105.0,119.0
2025,77,Male,Yes,Two Year,Yes,5,232.6,130.0
2026,44,Male,Yes,Month-to-Month,Yes,5,137.5,89.0
2027,73,Female,Yes,One year,Yes,4,167.5,112.0
2028,45,Male,Yes,One year,Yes,11,275.1,144.0
2029,53,Male,Yes,Month-to-Month,Yes,7,132.5,118.0
2030,20,Male,No,Two Year,No,3,169.9,65.0
2031,85,Female,No,Month-to-Month,No,12,105.0,117.0
2032,28,Female,No,Two Year,Yes,2,115.0,34.0
2033,68,Male,No,Two Year,No,5,160.0,61.0
2034,18,Male,Yes,Month-to-Month,Yes,7,149.9,139.0
2035,82,Female,No,Two Year,Yes,5,152.5,78.0
2036,28,Male,Yes,Month-to-Month,Yes,7,149.9,116.0
2037,29,Female,Yes,One year,No,10,212.7,125.0
2038,54,Female,No,Month-to-Month,Yes,6,105.0,60.0
2039,67,Female,No,Two Year,Yes,9,172.5,98.0
2040,28,Male,No,Month-to-Month,Yes,23,159.9,192.0
2041,84,Male,No,Month-to-Month,Yes,9,145.0,65.0
2042,68,Male,Yes,Two Year,No,12,277.7,146.0
2043,34,Female,Yes,Month-to-Month,No,3,160.0,74.0
2044,21,Female,Yes,Month-to-Month,Yes,2,242.6,70.0
2045,44,Female,No,Month-to-Month,No,25,160.0,195.0
2046,54,Male,Yes,Month-to-Month,Yes,20,175.0,173.0
2047,30,Male,No,Two Year,Yes,7,152.5,113.0
2048,48,Male,No,Two Year,No,8,117.4,108.0
2049,51,Female,Yes,Month-to-Month,No,13,230.1,139.0
2050,60,Female,Yes,Month-to-Month,Yes,12,172.5,140.0
2051,50,Male,No,One year,No,6,152.5,74.0
2052,87,Male,Yes,One year,No,2,242.6,99.0
2053,44,Female,No,Two Year,Yes,8,150.0,82.0
2054,82,Female,No,Month-to-Month,No,3,192.4,42.0
2055,29,Male,No,Two Year,No,2,117.5,52.0
2056,23,Male,No,Month-to-Month,No,17,127.5,178.0
2057,44,Male,No,Month-to-Month,Yes,31,107.5,252.0
2058,68,Female,No,Month-to-Month,Yes,21,102.5,149.0
2059,75,Female,Yes,One year,Yes,3,232.6,101.0
2060,31,Female,Yes,Month-to-Month,Yes,12,222.6,183.0
2061,78,Female,No,Two Year,No,14,215.0,130.0
2062,64,Female,No,Two Year,Yes,12,127.4,124.0
2063,46,Male,No,Month-to-Month,Yes,10,140.0,117.0
2064,23,Male,No,Month-to-Month,No,8,172.5,99.0
2065,77,Male,Yes,Month-to-Month,Yes,10,257.7,164.0
2066,63,Female,No,One year,Yes,22,169.9,179.0
2067,32,Female,No,Month-to-Month,Yes,9,172.5,98.0
2068,42,Female,No,Two Year,Yes,2,172.5,47.0
2069,46,Male,No,One year,No,13,142.5,160.0
2070,55,Female,Yes,Month-to-Month,No,5,207.6,87.0
2071,60,Male,No,Two Year,No,5,125.0,49.0
2072,36,Male,Yes,Month-to-Month,No,7,169.9,80.0
2073,49,Female,No,Two Year,No,9,150.0,81.0
2074,26,Female,No,Month-to-Month,Yes,2,117.5,70.0
2075,32,Male,No,One year,Yes,8,185.0,110.0
2076,67,Female,No,Month-to-Month,No,8,92.5,69.0
2077,67,Female,Yes,Month-to-Month,Yes,12,252.6,139.0
2078,36,Male,No,Two Year,Yes,26,115.0,200.0
2079,68,Male,Yes,Month-to-Month,No,10,220.1,114.0
2080,67,Male,Yes,One year,Yes,5,195.0,112.0
2081,67,Female,No,Two Year,Yes,15,137.4,118.0
2082,52,Female,Yes,Month-to-Month,Yes,12,200.2,130.0
2083,77,Female,Yes,Month-to-Month,Yes,3,162.5,44.0
2084,36,Male,Yes,Month-to-Month,Yes,10,130.0,130.0
2085,48,Male,Yes,Month-to-Month,No,17,149.9,180.0
2086,25,Male,Yes,Month-to-Month,Yes,12,195.0,122.0
2087,63,Male,No,Month-to-Month,Yes,10,152.5,132.0
2088,19,Male,Yes,Month-to-Month,No,4,240.1,84.0
2089,39,Male,No,Two Year,Yes,5,147.5,90.0
2090,44,Female,No,Two Year,No,22,192.5,188.0
2091,47,Female,No,Two Year,Yes,7,105.0,94.0
2092,71,Female,Yes,Month-to-Month,No,6,192.4,64.0
2093,19,Male,No,One year,No,4,117.5,82.0
2094,70,Female,No,Two Year,Yes,8,152.5,131.0
2095,72,Female,Yes,Month-to-Month,Yes,30,230.1,248.0
2096,34,Male,Yes,Month-to-Month,Yes,6,172.5,123.0
2097,76,Male,Yes,Month-to-Month,No,12,232.6,171.0
2098,30,Male,Yes,Month-to-Month,No,7,217.5,107.0
2099,60,Female,Yes,Month-to-Month,No,10,165.0,140.0
2100,59,Female,No,One year,Yes,5,172.5,64.0
2101,60,Female,Yes,Month-to-Month,No,6,160.0,70.0
2102,55,Male,No,Two Year,No,12,140.0,111.0
2103,36,Female,No,Month-to-Month,No,11,127.4,127.0
2104,57,Female,Yes,Two Year,Yes,13,240.1,131.0
2105,49,Male,Yes,Month-to-Month,Yes,18,202.4,162.0
2106,83,Female,Yes,Month-to-Month,Yes,12,107.5,122.0
2107,77,Female,Yes,Month-to-Month,No,8,172.5,98.0
2108,29,Female,No,Two Year,No,7,137.5,82.0
2109,62,Male,Yes,Month-to-Month,Yes,12,142.5,152.0
2110,84,Female,Yes,Month-to-Month,Yes,5,232.6,114.0
2111,44,Female,Yes,Month-to-Month,Yes,6,172.4,76.0
2113,19,Male,Yes,Two Year,No,11,220.1,150.0
2114,78,Female,Yes,Month-to-Month,Yes,8,160.0,85.0
2115,83,Male,Yes,Month-to-Month,No,9,175.0,103.0
2116,41,Male,No,One year,No,20,252.6,202.0
2117,23,Female,Yes,Month-to-Month,No,5,197.6,92.0
2118,53,Male,Yes,Month-to-Month,Yes,12,175.0,153.0
2119,67,Female,Yes,Two Year,Yes,14,242.6,153.0
2120,88,Female,No,One year,No,28,182.5,205.0
2121,77,Female,No,Month-to-Month,No,28,105.0,223.0
2122,43,Male,No,Two Year,Yes,15,210.1,156.0
2123,73,Male,No,Two Year,No,2,92.5,48.0
2124,45,Male,No,One year,Yes,17,135.0,138.0
2125,57,Male,No,Month-to-Month,No,17,172.4,148.0
2126,36,Male,Yes,Month-to-Month,Yes,8,237.7,168.0
2127,69,Male,Yes,Month-to-Month,Yes,2,207.5,47.0
2128,30,Female,No,Month-to-Month,No,6,160.0,87.0
2129,44,Male,Yes,Month-to-Month,No,11,192.4,121.0
2130,25,Male,Yes,Month-to-Month,Yes,29,277.6,269.0
2131,31,Female,Yes,Month-to-Month,Yes,4,149.9,93.0
2132,64,Male,Yes,One year,No,2,220.1,59.0
2133,48,Male,No,One year,Yes,20,149.9,206.0
2134,31,Male,Yes,Two Year,Yes,10,202.7,137.0
2135,22,Female,Yes,Month-to-Month,No,8,277.6,118.0
2136,57,Female,Yes,Month-to-Month,Yes,2,242.6,67.0
2137,23,Male,No,Month-to-Month,Yes,8,140.0,93.0
2138,52,Female,Yes,One year,Yes,9,255.1,119.0
2139,69,Female,No,Two Year,No,3,127.5,45.0
2140,61,Male,No,Two Year,Yes,8,184.9,131.0
2141,84,Female,Yes,Month-to-Month,Yes,2,107.5,57.0
2142,54,Female,Yes,Month-to-Month,No,4,105.0,58.0
2143,67,Female,Yes,Month-to-Month,Yes,13,127.5,98.0
2144,40,Male,Yes,Two Year,Yes,1,235.2,70.0
2145,37,Male,Yes,Month-to-Month,Yes,24,202.6,273.0
2146,29,Female,Yes,Two Year,Yes,2,225.1,117.0
2147,23,Female,No,Two Year,No,17,92.5,160.0
2148,36,Female,No,Month-to-Month,Yes,5,149.9,93.0
2149,76,Male,Yes,Month-to-Month,Yes,5,132.5,111.0
2150,87,Female,Yes,Month-to-Month,Yes,5,212.6,114.0
2151,51,Male,No,Month-to-Month,Yes,6,125.0,57.0
2152,25,Female,No,One year,Yes,5,125.0,82.0
2153,40,Female,No,One year,No,22,145.0,156.0
2154,30,Female,Yes,Month-to-Month,Yes,16,222.6,183.0
2155,19,Male,No,Two Year,No,1,107.5,54.0
2156,21,Female,No,Month-to-Month,Yes,9,160.0,91.0
2157,65,Male,Yes,Month-to-Month,No,3,235.2,70.0
2158,51,Female,Yes,Month-to-Month,No,3,240.1,63.0
2159,86,Male,Yes,Two Year,No,5,184.9,98.0
2160,52,Female,Yes,One year,Yes,12,222.6,169.0
2161,68,Female,No,Month-to-Month,No,7,117.5,94.0
2162,89,Female,Yes,Month-to-Month,Yes,7,159.9,61.0
2163,18,Female,Yes,Two Year,No,10,262.6,128.0
2164,33,Female,Yes,Month-to-Month,No,8,210.1,108.0
2165,58,Female,No,Month-to-Month,Yes,1,147.5,33.0
2166,65,Male,Yes,Two Year,No,2,247.7,111.0
2167,86,Male,Yes,Month-to-Month,No,5,197.5,104.0
2168,80,Female,No,Two Year,Yes,17,195.0,141.0
2169,86,Female,Yes,Two Year,Yes,4,162.4,74.0
2170,44,Male,Yes,Month-to-Month,Yes,6,200.1,96.0
2171,45,Female,No,Month-to-Month,No,16,117.5,151.0
2172,53,Female,Yes,Month-to-Month,No,4,197.5,98.0
2173,35,Male,Yes,Month-to-Month,No,8,115.0,80.0
2174,60,Male,Yes,Month-to-Month,No,10,172.5,98.0
2175,71,Female,No,Month-to-Month,No,31,117.5,229.0
2176,70,Female,No,Two Year,No,12,202.6,165.0
2177,46,Female,No,Two Year,Yes,7,245.2,112.0
2178,64,Male,Yes,Month-to-Month,Yes,3,207.6,64.0
2179,44,Male,No,Two Year,No,5,137.4,79.0
2180,21,Female,No,Two Year,Yes,2,125.0,43.0
2181,26,Female,Yes,Month-to-Month,No,6,220.1,100.0
2182,75,Female,No,Month-to-Month,Yes,16,135.0,110.0
2183,81,Female,Yes,Month-to-Month,Yes,22,202.4,166.0
2184,27,Female,Yes,Month-to-Month,No,10,159.9,112.0
2185,75,Male,No,One year,No,11,185.0,153.0
2186,19,Male,No,One year,Yes,18,195.0,207.0
2187,47,Female,No,Two Year,Yes,8,175.0,126.0
2188,81,Female,Yes,Month-to-Month,Yes,9,222.6,137.0
2189,43,Female,Yes,Month-to-Month,Yes,4,185.0,69.0
2190,83,Female,Yes,Month-to-Month,Yes,5,117.5,66.0
2191,22,Male,No,One year,Yes,7,107.5,104.0
2192,59,Male,Yes,Month-to-Month,Yes,18,159.9,183.0
2193,81,Male,Yes,Month-to-Month,No,3,212.6,105.0
2194,81,Male,Yes,Two Year,Yes,2,162.5,67.0
2195,26,Female,No,One year,No,2,167.5,40.0
2196,67,Male,No,Two Year,Yes,4,137.5,82.0
2197,19,Female,No,Month-to-Month,Yes,5,127.5,62.0
2198,24,Male,Yes,Month-to-Month,Yes,14,245.1,169.0
2200,26,Female,No,One year,Yes,11,125.0,122.0
2201,80,Male,No,One year,No,4,172.5,47.0
2202,89,Female,Yes,Month-to-Month,No,27,245.1,260.0
2203,19,Female,Yes,Month-to-Month,Yes,4,137.5,104.0
2204,20,Female,Yes,Month-to-Month,No,20,200.1,231.0
2205,60,Female,No,Two Year,Yes,6,195.0,70.0
2206,86,Male,No,One year,Yes,4,135.0,34.0
2207,35,Male,No,One year,No,12,172.5,125.0
2208,47,Male,Yes,Month-to-Month,No,7,265.1,121.0
2209,41,Female,No,Two Year,No,1,105.0,72.0
2210,41,Female,No,Month-to-Month,Yes,9,112.5,61.0
2211,40,Female,No,Month-to-Month,No,7,195.0,77.0
2212,28,Male,No,One year,Yes,20,135.0,168.0
2213,40,Male,No,Two Year,No,3,187.5,74.0
2214,60,Female,No,Month-to-Month,Yes,6,92.5,92.0
2215,61,Female,Yes,Month-to-Month,No,7,215.0,78.0
2216,70,Male,Yes,Two Year,Yes,4,232.6,122.0
2217,39,Male,No,Two Year,Yes,13,160.0,115.0
2218,32,Female,No,Two Year,No,13,182.5,126.0
2219,28,Female,Yes,Two Year,No,26,225.1,275.0
2220,29,Male,No,Two Year,No,3,150.0,53.0
2221,83,Female,No,Month-to-Month,No,8,145.0,51.0
2222,73,Female,No,Two Year,No,13,117.5,134.0
2223,33,Male,No,Two Year,No,11,162.5,149.0
2224,46,Male,Yes,Month-to-Month,Yes,10,182.4,148.0
2225,66,Male,Yes,Month-to-Month,Yes,3,147.5,74.0
2226,45,Male,Yes,Two Year,No,10,172.5,140.0
2227,33,Female,No,Two Year,No,10,242.6,135.0
2228,24,Female,Yes,Month-to-Month,Yes,10,140.0,108.0
2229,49,Male,No,One year,Yes,10,130.0,148.0
2230,59,Female,Yes,Month-to-Month,No,10,187.6,140.0
2231,19,Male,Yes,Month-to-Month,Yes,14,242.6,162.0
2232,70,Male,Yes,One year,Yes,4,172.4,103.0
2233,48,Female,No,Two Year,Yes,8,137.5,84.0
2234,74,Male,Yes,Month-to-Month,No,3,185.0,97.0
2235,32,Female,No,One year,Yes,19,220.1,180.0
2236,52,Female,Yes,Two Year,No,5,235.1,121.0
2238,44,Male,No,Month-to-Month,No,25,160.0,196.0
2239,83,Male,No,Month-to-Month,Yes,3,130.0,49.0
2240,76,Male,No,One year,Yes,5,192.4,65.0
2241,81,Female,Yes,Month-to-Month,Yes,1,169.9,23.0
2242,66,Male,Yes,Month-to-Month,Yes,1,210.1,53.0
2243,28,Female,Yes,One year,No,8,207.5,138.0
2244,83,Male,No,Month-to-Month,Yes,5,127.5,83.0
2245,60,Male,Yes,Month-to-Month,Yes,3,175.0,102.0
2246,18,Male,No,Month-to-Month,No,8,172.5,96.0
2247,63,Male,No,One year,No,12,150.0,117.0
2248,57,Male,Yes,Month-to-Month,No,3,190.1,103.0
2249,48,Female,No,One year,Yes,3,150.0,81.0
2250,47,Female,Yes,Month-to-Month,Yes,5,182.5,62.0
2251,77,Female,No,One year,No,28,192.5,216.0
2253,71,Female,No,Month-to-Month,No,3,139.9,76.0
2254,74,Female,No,Month-to-Month,No,7,179.9,66.0
2255,39,Female,Yes,Month-to-Month,Yes,2,127.4,62.0
2256,45,Female,No,Month-to-Month,Yes,5,102.5,45.0
2257,23,Male,Yes,Month-to-Month,No,1,255.2,84.0
2258,33,Male,No,One year,Yes,13,130.0,117.0
2259,78,Male,Yes,Month-to-Month,Yes,13,169.9,109.0
2260,64,Male,No,Month-to-Month,No,13,137.4,116.0
2261,62,Female,Yes,Month-to-Month,Yes,4,130.0,49.0
2262,26,Female,Yes,Month-to-Month,No,20,207.6,188.0
2263,25,Male,No,Two Year,No,12,182.5,121.0
2264,63,Female,No,Two Year,Yes,5,127.5,52.0
2265,21,Female,Yes,Month-to-Month,Yes,11,262.6,138.0
2266,62,Male,No,Two Year,No,8,235.2,112.0
2267,74,Male,No,One year,Yes,25,277.7,243.0
2268,22,Male,Yes,Two Year,Yes,16,245.1,223.0
2269,26,Male,No,Two Year,No,8,142.5,138.0
2270,86,Male,Yes,Month-to-Month,No,8,212.7,103.0
2271,18,Female,Yes,Month-to-Month,Yes,3,140.0,84.0
2272,79,Male,Yes,Month-to-Month,Yes,6,235.1,132.0
2273,81,Male,Yes,Month-to-Month,No,16,240.1,168.0
2274,78,Female,No,Two Year,Yes,11,152.5,132.0
2275,18,Female,Yes,One year,No,16,270.2,221.0
2276,57,Male,No,One year,Yes,7,127.5,65.0
2277,51,Male,No,Month-to-Month,Yes,18,92.5,164.0
2278,35,Female,No,Month-to-Month,No,6,160.0,70.0
2279,25,Female,No,Month-to-Month,Yes,9,167.5,89.0
2280,57,Male,No,One year,Yes,5,220.0,77.0
2281,82,Male,Yes,Month-to-Month,No,8,242.6,98.0
2282,29,Male,No,Month-to-Month,Yes,10,157.5,89.0
2283,58,Female,No,Two Year,Yes,5,150.0,48.0
2284,60,Female,No,Month-to-Month,No,18,172.5,149.0
2285,85,Female,Yes,One year,No,4,255.1,96.0
2286,74,Male,Yes,Month-to-Month,Yes,9,195.0,101.0
2287,21,Female,Yes,One year,Yes,6,165.0,122.0
2288,67,Male,No,Month-to-Month,No,4,105.0,70.0
2289,43,Female,No,Two Year,No,2,152.5,79.0
2290,46,Female,Yes,Month-to-Month,Yes,6,195.0,81.0
2291,26,Female,No,Month-to-Month,No,24,162.5,206.0
2292,47,Female,No,Month-to-Month,No,3,160.0,42.0
2293,86,Male,No,Month-to-Month,No,3,115.0,46.0
2294,26,Female,Yes,Month-to-Month,No,7,160.0,117.0
2295,32,Female,Yes,Month-to-Month,Yes,15,210.1,186.0
2296,81,Female,No,One year,Yes,9,175.0,126.0
2297,48,Male,Yes,Two Year,Yes,8,245.1,117.0
2298,43,Male,Yes,One year,Yes,9,265.1,127.0
2299,83,Female,No,Two Year,Yes,7,92.5,53.0
2301,38,Female,Yes,Month-to-Month,No,5,245.1,129.0
2303,55,Female,Yes,One year,Yes,14,225.1,188.0
2304,53,Female,Yes,Month-to-Month,Yes,13,195.0,120.0
2305,52,Male,No,Month-to-Month,Yes,6,105.0,70.0
2306,63,Male,No,Two Year,Yes,15,117.5,154.0
2307,29,Male,Yes,Month-to-Month,No,14,120.0,168.0
2308,81,Male,Yes,One year,Yes,2,245.1,96.0
2309,82,Female,No,One year,Yes,6,179.9,53.0
2310,83,Female,Yes,Month-to-Month,Yes,13,242.7,137.0
2311,68,Male,Yes,Month-to-Month,Yes,3,160.0,47.0
2312,53,Male,Yes,Two Year,Yes,7,257.6,150.0
2313,49,Male,Yes,Month-to-Month,Yes,7,155.0,126.0
2314,33,Female,Yes,Month-to-Month,No,21,207.5,192.0
2315,49,Female,No,One year,Yes,13,135.0,100.0
2316,43,Female,Yes,Two Year,Yes,1,125.0,66.0
2317,69,Female,Yes,Month-to-Month,Yes,17,167.5,190.0
2318,19,Male,Yes,Month-to-Month,Yes,12,187.7,146.0
2319,87,Female,No,Month-to-Month,Yes,6,140.0,64.0
2320,22,Male,No,One year,Yes,13,160.0,130.0
2321,70,Male,No,One year,Yes,7,172.5,89.0
2323,60,Male,Yes,Month-to-Month,Yes,15,257.6,204.0
2324,58,Female,No,Two Year,Yes,20,105.0,167.0
2325,32,Male,No,One year,Yes,12,132.5,125.0
2326,40,Male,Yes,Month-to-Month,Yes,9,255.1,159.0
2327,47,Female,Yes,Month-to-Month,Yes,2,207.6,62.0
2328,73,Male,Yes,Month-to-Month,No,16,197.6,157.0
2329,40,Female,Yes,Month-to-Month,No,5,130.0,99.0
2330,74,Female,No,Two Year,No,4,127.5,70.0
2331,46,Male,No,Two Year,Yes,8,205.0,97.0
2332,60,Female,Yes,One year,No,9,245.1,147.0
2333,56,Female,No,One year,Yes,2,150.0,59.0
2334,55,Male,No,Two Year,Yes,8,155.0,123.0
2335,25,Male,Yes,Month-to-Month,No,4,195.0,69.0
2336,82,Female,Yes,Month-to-Month,Yes,19,217.5,159.0
2337,51,Male,No,Month-to-Month,Yes,3,107.5,43.0
2338,30,Male,No,Month-to-Month,No,10,117.5,99.0
2339,83,Female,No,One year,No,3,162.5,39.0
2340,63,Female,Yes,Month-to-Month,Yes,13,159.9,116.0
2341,71,Female,Yes,Month-to-Month,No,10,150.0,82.0
2342,38,Female,Yes,Month-to-Month,No,1,220.1,61.0
2344,32,Male,No,Month-to-Month,Yes,15,172.5,141.0
2345,40,Female,No,Month-to-Month,Yes,15,195.0,137.0
2346,45,Male,No,Two Year,Yes,8,162.5,98.0
2347,51,Male,No,One year,Yes,16,152.5,179.0
2348,30,Female,Yes,Month-to-Month,No,17,139.9,185.0
2349,42,Male,Yes,Month-to-Month,Yes,6,182.4,83.0
2351,82,Male,Yes,Two Year,No,3,197.5,96.0
2352,64,Male,Yes,Month-to-Month,Yes,16,265.1,184.0
2353,66,Male,Yes,Month-to-Month,Yes,1,159.9,69.0
2354,55,Male,No,Month-to-Month,No,3,157.5,35.0
2355,86,Male,No,One year,No,17,140.0,174.0
2356,49,Female,No,Two Year,Yes,8,125.0,73.0
2357,68,Male,No,Two Year,Yes,2,145.0,41.0
2358,23,Female,No,Two Year,No,2,172.4,51.0
2359,50,Male,No,Two Year,Yes,9,147.5,96.0
2360,53,Female,No,Month-to-Month,No,20,169.9,165.0
2361,85,Female,Yes,Month-to-Month,Yes,11,220.1,110.0
2362,68,Male,No,Two Year,No,2,127.5,26.0
2363,80,Male,Yes,Month-to-Month,Yes,15,165.0,169.0
2364,27,Male,Yes,Month-to-Month,No,3,147.5,53.0
2365,62,Male,Yes,Month-to-Month,No,10,210.2,123.0
2366,29,Female,Yes,Month-to-Month,Yes,2,175.0,79.0
2367,40,Female,Yes,Month-to-Month,Yes,9,235.2,129.0
2368,67,Female,No,One year,Yes,11,222.6,121.0
2369,66,Female,Yes,Month-to-Month,No,7,220.1,129.0
2370,36,Female,Yes,Two Year,Yes,7,137.5,99.0
2371,24,Male,Yes,Month-to-Month,Yes,3,242.6,87.0
2372,89,Male,No,Month-to-Month,Yes,15,192.5,124.0
2373,89,Male,Yes,Two Year,No,9,172.5,128.0
2374,32,Male,Yes,Month-to-Month,No,23,142.5,225.0
2376,55,Male,No,Two Year,Yes,6,160.0,72.0
2377,19,Female,Yes,Month-to-Month,No,10,220.1,154.0
2378,47,Male,Yes,Month-to-Month,Yes,3,105.0,68.0
2379,48,Male,Yes,Month-to-Month,Yes,20,180.0,162.0
2380,72,Male,No,Two Year,Yes,17,127.5,135.0
2381,67,Female,Yes,Month-to-Month,No,8,130.0,104.0
2382,57,Male,No,Two Year,No,10,137.4,92.0
