,CaseOrder,Customer_id,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,Tenure,MonthlyCharge,Bandwidth_GB_Year
1462,1463,K713324,2688,0,34,71603.66,13.82562816,14,0,1,0,0,1,0,0,8.831489129,152.502178,1185.69317
1463,1464,V751713,5342,4,27,34035.83,15.75142268,10,2,0,0,0,0,1,1,3.507044017,129.948316,1142.173902
1464,1465,F640080,170,0,24,14048.99,6.773212666,9,1,0,1,0,0,0,1,6.390769574,207.609354,1061.749813
1465,1466,J333300,42532,1,43,8721.22,9.594895726,15,4,0,0,1,1,0,1,2.180613468,184.985293,656.1054778
1466,1467,A901418,15074,0,58,97057.93,11.34414273,13,0,1,0,0,0,1,0,4.002381804,114.983787,391.7847619
1467,1468,Z213844,10695,1,75,19696.86,8.052655017,5,1,0,0,0,1,0,1,2.698284625,222.649979,783.1189106
1469,1470,L603364,13055,0,57,19254.52,15.09579419,17,0,0,0,0,1,1,1,2.934758008,152.466002,535.493169
1471,1472,F992079,319,7,74,46946.24,7.531513534,14,0,0,0,0,1,1,1,17.5841798,154.961766,2356.021599
1472,1473,V383785,5803,3,51,90956.64,2.737931836,13,0,0,0,1,0,1,1,13.23888382,162.500489,1526.656486
1474,1475,W269326,1503,0,84,21808.87,10.46391733,14,1,0,0,0,0,0,1,2.38395716,222.628057,1176.40624
1475,1476,K685926,2348,4,60,89037.69,5.771579921,7,1,0,0,0,1,0,1,10.404813,222.649979,1556.108789
1478,1479,G335816,8538,4,71,22183.52,15.26331077,15,2,1,0,0,0,0,0,12.42216588,149.984492,1488.81735
1479,1480,L953747,9064,2,56,42197.88,8.849884542,13,1,0,0,0,0,0,1,3.797689495,200.132293,1304.571599
1480,1481,H658358,6447,1,35,14953.78,13.83450553,9,0,0,1,0,0,0,1,3.784962992,200.132293,1341.595521
1481,1482,O307232,1562,0,33,8888.06,10.35503587,15,1,0,0,1,1,0,0,7.154371452,217.483972,1123.503268
1482,1483,J321425,1319,0,88,21816.78,8.974055518,11,0,0,0,0,0,0,1,20.13119126,129.962093,2214.953933
1483,1484,S125158,6436,3,75,12622.46,9.291799333,13,1,0,0,0,0,0,0,7.822562679,92.5018,732.0802458
1484,1485,L178101,601,0,34,49393.59,6.26674205,14,1,0,1,0,0,1,1,3.160392389,164.967019,1099.763014
1485,1486,E198606,5062,0,89,21812.08,11.23258518,9,1,1,1,1,0,1,1,14.38025496,182.45383,1365.14372
1486,1487,T347409,921,1,76,70607.91,9.046129393,18,3,0,0,0,0,0,1,7.517405581,230.105118,1108.349605
1487,1488,Z75568,79,1,69,55322.08,16.23771062,10,1,0,0,0,0,0,0,11.44196811,124.97808,986.7489919
1488,1489,M590359,167,1,88,16307.08,15.54568189,13,1,1,0,1,0,0,0,7.413563684,182.443347,1248.345698
1489,1490,Q517075,9930,3,64,48413.98,13.47305526,14,0,0,0,0,0,0,0,11.32483244,149.937833,1637.132389
1490,1491,R49034,995,3,65,62616.43,12.75213898,8,1,0,0,1,0,0,1,4.279464865,137.468388,704.224884
1492,1493,T299295,130,1,69,30040.32,10.88292652,10,0,1,0,0,0,1,0,12.47525704,139.983006,1665.50808
1493,1494,F318775,3734,4,81,24859.24,10.31760367,11,0,0,0,0,0,0,1,2.744401393,104.962874,484.8207127
1494,1495,X900013,3480,1,79,69154.47,8.688254477,13,2,0,0,0,1,1,1,7.608938235,167.484705,1422.716519
1495,1496,O546888,25077,4,64,77152.84,12.42061751,11,2,1,0,1,0,0,0,14.60426293,144.960655,1341.412763
1497,1498,Y665708,182,1,77,11290.67,13.48138957,11,0,1,0,1,1,1,1,5.497366828,187.46728,1243.061143
1498,1499,H419978,21013,2,19,24897.26,9.523802161,11,1,0,0,0,0,1,1,4.955415304,232.641455,1111.571623
1499,1500,P611486,636,0,60,9966.89,13.78001485,11,0,0,0,1,0,0,0,13.31283015,214.966286,1546.673637
1500,1501,H385873,733,2,30,42991.1,10.11260574,16,1,0,0,1,0,0,1,2.656111103,204.963371,834.3144319
1501,1502,K61066,1169,4,71,39432.05,7.102593738,11,2,0,0,1,0,1,0,18.02281027,169.992756,1688.039806
1502,1503,E186134,520,1,31,25576.73,5.087255805,15,1,0,0,0,1,1,1,11.71980152,245.131966,1726.803854
1503,1504,D507423,7842,7,74,48623.32,6.261594795,5,2,1,0,0,1,0,0,6.22226629,114.972827,717.4300821
1504,1505,V372461,18875,2,64,19887.32,5.659084819,17,2,0,0,1,1,0,0,16.24273454,160.00128,1656.731409
1505,1506,K639306,14433,2,47,30342.56,12.2679124,14,0,0,0,0,0,0,0,17.64373477,112.455141,1594.963149
1506,1507,M566246,759,1,76,61714.39,2.746480274,15,2,2,0,0,0,0,0,23.42878979,79.978861,1943.112927
1507,1508,D368442,380,1,74,44165.21,7.143133915,13,1,0,1,0,0,0,0,6.7464384,92.455141,913.9626257
1508,1509,Z384326,898,2,54,33735.54,6.373342678,10,0,2,0,1,0,0,0,11.70414173,144.960655,1157.286118
1509,1510,V505906,2370,1,22,46078.58,10.23339712,16,1,0,0,1,1,0,1,4.909764597,152.462354,1323.979879
1510,1511,J673680,1353,3,31,34179.49,8.925221032,14,1,0,1,1,1,1,0,19.43430735,175.02109,2138.939088
1511,1512,C753779,382,3,80,22140.16,11.43541645,16,4,0,0,0,0,0,1,2.60003549,104.962874,445.4856462
1512,1513,B75335,3171,0,67,34412.53,12.45079876,12,1,0,0,1,0,1,0,17.4880629,149.992756,2029.97992
1513,1514,D872983,105,5,18,72563.64,9.492638901,15,0,1,0,1,0,0,1,7.080759052,240.114868,1363.832113
1514,1515,S357067,1704,0,85,93561.74,7.94076683,12,1,0,1,0,0,1,0,9.808669685,182.446995,942.5247889
1515,1516,C158375,5981,0,71,5902.12,8.501483623,10,2,0,0,1,0,1,1,5.68349814,232.62403,1386.523823
1516,1517,P997019,231,1,70,22139.63,9.396558793,12,1,0,0,1,0,1,1,11.55805828,232.670689,1526.533644
1517,1518,W673739,14630,3,29,21394.21,9.477521787,13,0,0,0,0,1,1,1,2.101748234,132.466002,1064.888301
1518,1519,V878392,302,0,58,9336.88,9.171665689,12,0,0,0,1,1,1,0,6.910330858,229.993134,1025.864383
1519,1520,D988380,6932,3,19,15694.8,7.423334085,16,1,0,0,0,0,1,0,15.54691331,147.460067,1561.767949
1520,1521,H263050,3956,1,54,5984.94,16.72529341,8,1,0,1,0,0,0,1,7.175063445,117.439154,1257.52308
1521,1522,Y944097,188,2,68,37911.51,9.203214554,12,1,1,0,0,1,0,0,1.19808324,114.972827,253.7938252
1522,1523,S612810,3208,4,40,52766.63,12.04554874,13,2,0,0,1,0,0,1,2.689103558,162.467607,1138.251038
1523,1524,N915028,193,1,78,19826.08,7.61600943,13,0,0,0,0,0,0,1,4.089399488,139.981577,644.5909961
1525,1526,O804356,2800,0,18,18426.49,14.39528085,10,1,1,1,0,0,0,0,2.170567319,112.455141,278.350323
1526,1527,X590319,8381,0,58,47034.88,8.929622575,13,1,0,0,1,0,0,1,12.94334524,149.944668,1711.161405
1527,1528,T188581,8774,2,33,33691.63,12.03362399,17,1,0,1,0,0,0,1,9.117084502,172.457857,1234.871994
1528,1529,W574179,47493,3,57,39683.73,11.90156254,13,0,0,0,1,0,0,1,7.843263617,192.440432,1069.400199
1530,1531,X972156,2382,1,79,10457.26,11.41399094,11,1,0,0,1,0,1,0,15.6930298,204.979684,1538.239707
1531,1532,X972068,58129,3,57,8515.02,8.985947449,12,0,0,0,1,0,1,0,11.75090487,214.952509,1357.774068
1532,1533,S53034,5492,1,72,7524.77,9.74065027,17,3,0,0,0,0,0,1,10.54165852,200.132293,1773.915003
1533,1534,R378039,3224,3,58,44086.35,7.943538816,8,1,0,1,1,1,1,1,14.92730216,222.665436,1940.626426
1534,1535,C40270,1104,3,44,28776.49,8.745070841,7,0,0,0,1,0,1,1,11.48699577,174.976769,1819.555319
1535,1536,H669815,1331,1,45,42065.56,10.63592827,14,0,0,0,1,0,0,0,4.071312509,192.470522,693.1317301
1536,1537,U405731,2112,0,58,23624.95,11.62131427,5,0,0,0,0,0,0,1,3.866527859,210.105118,1297.983536
1537,1538,U391082,1491,0,22,29803.77,2.533696725,15,1,0,0,0,1,0,1,2.067992783,119.95684,988.3956919
1538,1539,Y494489,64,3,86,33394.07,10.80481174,10,3,0,0,0,1,1,0,8.447638937,197.48762,1162.715411
1539,1540,O112473,27226,1,45,27294.82,8.111219363,14,2,0,0,0,0,0,0,5.156329151,112.455141,465.2586783
1540,1541,C783546,2912,3,70,16232.47,10.09976546,10,0,1,1,1,1,0,1,3.569000983,184.985293,742.9131016
1541,1542,T994346,958,1,61,11087.89,11.92666547,8,0,0,0,1,0,1,0,1.897261446,227.475448,560.8498056
1542,1543,V334774,149,4,71,22173.37,8.049521055,11,1,0,0,1,1,0,0,11.71308191,160.00128,1324.200333
1543,1544,O416626,357,1,38,28822.56,6.572112158,11,0,1,0,1,0,1,0,1.992846597,137.469817,718.7685676
1544,1545,G963411,22840,1,35,20827.61,13.75238289,11,0,1,0,0,0,0,1,2.701548767,230.105118,895.2266874
1545,1546,E39633,396,0,74,17982.42,7.637367057,9,1,0,0,0,1,0,1,1.665089598,129.976324,418.3354904
1546,1547,L655501,11734,0,24,70493.36,6.658362671,18,1,0,0,1,1,1,0,16.68190528,175.02109,1926.295645
1547,1548,G914703,18304,2,72,17236.27,3.849382458,16,2,1,0,1,1,0,1,1.934171569,194.958118,580.4609705
1548,1549,C484531,18978,0,30,51266.47,8.913392702,11,1,0,0,0,0,0,1,12.77495667,207.609354,1612.238384
1549,1550,N795132,87,0,40,7086.19,11.91525643,13,2,1,1,1,0,1,0,10.61383322,179.965581,1068.30748
1551,1552,S735536,11910,2,56,24260.11,10.1263974,9,1,0,1,1,0,0,0,5.836790126,147.456419,1177.455135
1552,1553,G241795,30689,0,28,26169.39,9.799122634,11,1,0,0,0,1,0,1,2.965166415,139.95684,628.7420412
1554,1555,W846119,3231,0,46,59689.49,11.24745547,11,1,0,1,1,0,1,0,12.63923748,137.469817,1534.097093
1555,1556,V441781,1851,2,47,28528.32,11.15167976,7,1,0,1,1,0,0,1,8.460086502,240.114868,1289.416735
1556,1557,G707517,839,3,75,13389.11,10.3868905,11,0,0,0,1,0,0,1,11.32593703,172.487091,1380.893387
1557,1558,P67575,877,1,19,14075.36,10.29101591,18,1,1,0,0,1,0,0,10.12123118,162.482694,1359.631961
1558,1559,G763681,696,0,28,57821.02,9.20355866,15,2,0,0,0,1,0,1,8.915680176,139.95684,1116.314298
1559,1560,J274180,9049,1,49,49781.85,10.58941533,13,1,0,0,1,0,0,0,8.249941923,112.484375,859.8649518
1560,1561,R616110,8875,0,63,65095.99,15.40380196,16,0,0,0,1,0,1,0,9.267785326,157.469817,788.6164497
1561,1562,E186561,1426,3,44,87367.88,6.172326327,17,0,0,0,1,1,0,1,9.300517617,257.651257,2113.787891
1562,1563,M379813,40770,3,70,8253.96,8.983435185,11,0,0,0,0,1,0,1,2.427380647,142.499263,718.4643309
1563,1564,Z574073,12096,1,48,26404.76,11.41922534,8,0,0,0,0,1,0,0,23.27091932,152.455519,2764.347068
1564,1565,N851131,396,1,36,73656.97,3.19378035,13,1,0,0,0,0,0,0,2.916144419,162.460772,1145.807042
1565,1566,U325455,25537,1,70,36461.2,13.03421755,11,3,1,0,1,0,0,1,8.245809832,149.944668,1317.69652
1566,1567,T247716,45487,1,75,49518.71,9.622553575,15,2,1,0,1,1,0,0,11.45756486,127.478341,1526.143641
1567,1568,Q439921,113,1,56,40189.23,10.90971891,13,1,0,1,0,0,0,1,3.943033602,187.656013,919.2556886
1568,1569,L667560,779,4,34,10934.28,7.493478513,14,0,0,0,1,0,0,1,8.926271021,159.964152,1264.332813
1569,1570,W40512,14606,4,45,16073.46,10.07234257,9,0,1,0,1,0,0,0,8.699764172,157.483594,1087.336893
1570,1571,E890927,1541,3,30,21317.81,5.980381113,15,0,0,0,0,0,0,1,7.897660605,137.439154,996.4395858
1571,1572,F990377,28727,4,44,14007.48,10.31682421,14,0,0,0,0,0,1,1,9.098041235,172.44408,1177.993259
1572,1573,C555140,1907,0,34,52634.87,6.842059381,10,1,0,1,0,0,0,0,3.098560266,182.460772,723.0321035
1573,1574,T237036,2276,2,20,18384.77,14.03130715,10,0,0,0,0,0,0,0,5.784022533,112.455141,629.4411174
1574,1575,W26648,222,0,28,57881.2,8.051881131,16,1,2,1,0,0,1,0,2.722761372,114.983787,389.1228621
1576,1577,B228839,2920,2,80,23041.14,8.911535445,13,0,0,0,0,1,0,1,2.355538593,200.146524,778.2707384
1578,1579,M740803,32351,0,83,79304.79,10.22159613,13,3,0,0,1,0,1,1,11.53737155,242.643514,1507.329753
1579,1580,I383825,15560,0,43,9088.08,6.335681954,14,1,0,0,1,0,0,1,1.760409672,242.657291,871.1409059
1581,1582,F918156,727,4,69,23424.87,9.170276294,12,0,0,0,0,0,0,1,17.78302494,175.133074,1970.80666
1583,1584,P752095,16243,3,75,80269.13,12.3404636,12,0,0,0,1,1,0,0,18.55974516,174.988208,2332.190421
1584,1585,B44052,22202,5,46,13862.09,12.55644716,8,1,0,0,1,0,0,1,5.970269701,169.944668,966.6292325
1585,1586,V162258,33103,5,23,23946.97,11.43130499,11,0,0,0,1,1,1,0,7.208423897,217.470195,1233.819233
1586,1587,Z345451,9611,4,67,14236.42,3.258152314,11,0,0,0,1,0,1,0,2.593102097,124.993537,351.7314539
1587,1588,T306798,1319,0,75,79322.08,8.127926454,10,0,0,1,1,1,1,0,5.105265612,184.993915,819.3644961
1588,1589,N976772,799,2,56,55160.57,12.6218555,12,1,1,0,1,1,0,1,5.110208414,172.462354,760.1061976
1589,1590,F698431,4088,3,60,19676.77,2.737192144,11,0,0,0,1,0,0,1,2.840343779,242.657291,1043.299446
1590,1591,V13975,87,1,63,37639.9,10.93132736,10,0,0,1,0,0,0,0,8.344516765,112.455141,667.4764252
1592,1593,C740658,309,1,87,8543.01,14.08561195,11,0,0,0,1,1,0,0,11.07800251,194.988208,1204.745285
1593,1594,S545486,1839,2,67,80127.15,7.583881177,16,0,0,0,0,1,1,1,16.52190477,152.466002,1630.52375
1594,1595,U622257,1673,4,66,30976.34,3.500092565,11,1,0,0,1,1,0,0,1.738486682,182.465269,515.5449981
1595,1596,K794401,4435,3,75,45412.84,11.07379392,14,2,0,0,0,0,0,1,8.659495781,172.457857,1090.460081
1596,1597,T208691,1026,4,88,42526.92,10.6510171,18,0,1,0,0,1,0,0,13.99605863,139.979239,1465.984907
1597,1598,Z902385,1531,4,64,9041.08,8.877390965,5,1,2,0,1,0,1,1,6.605815722,194.976769,1018.373473
1598,1599,J791834,15786,1,87,46714.82,10.64177468,9,1,2,0,0,1,0,0,5.78844751,117.468591,962.0380085
1599,1600,I165667,29143,1,55,9703.25,6.863563999,12,2,0,1,1,0,0,0,3.195246168,144.960655,426.0222677
1600,1601,H103547,15156,1,49,21409.33,10.89909265,11,1,0,0,1,0,1,0,14.87053577,137.469817,1737.873621
1601,1602,D863205,34945,3,51,34722.76,9.013658897,12,0,1,0,0,0,0,0,7.521160625,182.460772,1039.74162
1602,1603,F83785,110,7,45,24686.12,7.163430764,14,1,0,0,1,0,1,1,3.845852341,197.472533,1454.360571
1603,1604,R829775,15529,3,75,4813.52,10.50347629,16,1,1,0,1,0,1,0,2.731606393,157.469817,306.0664281
1604,1605,P247561,3759,0,83,30334.52,14.89095018,16,1,0,0,0,0,1,0,3.954689282,162.493654,636.8514545
1605,1606,B325435,13568,4,43,15660.93,5.34790696,15,1,0,0,1,0,1,0,13.77689046,179.965581,1440.784345
1606,1607,Y706239,6709,1,82,47169.83,10.33803214,6,1,0,1,0,0,0,1,3.700907475,222.628057,1274.602374
1607,1608,G262368,1352,1,48,73601.3,10.43623772,12,0,1,0,0,1,0,0,5.638280421,149.99153,749.2520943
1608,1609,I370992,6900,3,72,15728.61,7.738684002,7,1,0,0,0,0,0,0,10.87372395,139.965008,1647.38223
1609,1610,U931407,1170,2,79,20802.1,10.84469394,11,0,0,0,1,0,0,1,11.21152941,262.610632,1503.937766
1610,1611,I757738,1061,0,29,18570.48,11.30937212,7,0,0,1,1,0,1,0,2.294386519,172.456745,901.8793581
1611,1612,M380162,24494,0,23,61106.43,9.39206185,14,3,1,0,0,0,0,1,4.448210386,104.962874,691.4493988
1612,1613,S984278,0,2,49,65891.79,5.259228749,10,1,0,0,1,1,0,1,4.753020774,245.128318,1608.852045
1613,1614,J85140,4595,1,45,59532.0,12.54222267,12,0,0,0,0,1,0,1,21.20445421,212.622804,2867.22601
1614,1615,M496408,21833,2,38,30756.94,5.149963811,13,0,0,1,0,1,0,0,9.217596711,184.978458,1265.78479
1615,1616,Y46632,1052,1,25,63134.48,12.73517485,15,1,1,0,0,0,0,1,7.336939062,137.439154,952.3729916
1616,1617,Z781034,208,0,42,18470.04,6.683151371,15,3,1,0,1,0,0,0,21.04742054,202.443347,2154.298838
1617,1618,V508616,335,1,66,23711.3,17.11399723,12,2,0,0,1,0,1,1,5.136076177,255.119794,1435.783347
1618,1619,E447952,861,3,51,16425.42,5.55213244,12,0,0,1,1,1,1,0,11.80801038,152.510442,1784.584135
1619,1620,S759376,1817,2,75,25044.85,9.368606843,14,0,1,0,0,0,0,1,1.548600048,242.628057,785.5416603
1620,1621,U739645,1098,3,35,46120.62,11.33498823,12,1,1,0,0,0,0,1,3.508552886,220.132293,1014.075999
1621,1622,A672602,2596,2,47,80667.11,8.78020639,12,1,1,0,1,0,1,0,11.30820237,160.01224,1331.25339
1622,1623,R702919,15722,3,39,14970.89,14.75151191,12,0,0,0,1,1,0,0,18.36209103,149.974105,2283.190011
1624,1625,R28109,2521,1,58,13157.91,10.58651971,15,0,1,0,0,0,1,0,11.71117991,162.493654,1385.152156
1625,1626,A658164,102,5,71,82960.42,9.885701354,5,0,1,1,0,1,1,0,4.589210527,95.005709,618.4967851
1627,1628,E683384,2041,2,43,3949.33,13.98169147,12,0,0,1,0,1,0,0,5.810822315,82.496547,631.4316327
1628,1629,U526402,23117,1,41,20881.22,6.312280543,12,0,1,0,1,1,0,1,7.00096668,172.462354,933.4257317
1629,1630,O180602,1295,2,29,9514.35,6.977990294,12,0,0,0,0,0,1,0,4.882004458,127.474951,772.3133729
1630,1631,Q428611,681,0,77,26268.58,9.903990927,12,0,1,0,0,1,1,1,12.27728241,167.484705,1828.057047
1631,1632,V130606,1152,2,52,21000.61,8.901128259,16,1,0,0,1,1,1,1,8.284579203,184.971516,1123.759368
1632,1633,Q416534,38443,1,82,45664.79,11.53924648,14,1,0,1,0,1,0,0,1.609325308,172.455519,464.4748418
1635,1636,R767834,5100,1,42,27380.15,12.84779981,12,2,1,0,0,0,1,1,25.55038197,200.165175,2692.885423
1636,1637,N472279,1612,0,67,78177.94,12.15570061,11,1,0,0,1,0,0,1,16.72537387,184.963371,2217.734847
1637,1638,P579491,2246,1,28,79775.67,8.730183974,16,3,0,0,0,0,1,0,6.955766017,127.460067,1262.531104
1638,1639,I87381,468,1,40,100437.39,13.47526316,9,2,0,0,0,0,0,1,20.31446952,137.439154,1919.490397
1639,1640,S353547,13970,1,75,9267.97,13.55747919,8,0,0,0,1,0,0,1,12.17994263,232.637807,1970.26742
1640,1641,L589688,591,4,72,47502.66,11.73060772,12,0,1,0,0,1,1,1,3.453443904,202.636202,1279.856552
1641,1642,V166378,1402,1,73,94903.08,9.927146707,15,1,0,0,1,0,1,0,14.52416667,157.469817,1299.5973
1642,1643,E689585,35457,2,59,83382.41,15.04128691,14,2,0,0,0,0,0,0,5.070551439,182.460772,781.9302227
1643,1644,M773746,570,3,73,11464.33,9.142773531,17,1,0,1,0,1,1,1,12.30462572,215.159141,2056.185889
1644,1645,V634698,2564,2,41,52050.69,11.79444395,16,1,0,0,1,0,0,1,10.01241216,275.133571,1615.418802
1645,1646,E380866,8208,4,88,29720.95,14.03281402,11,0,0,0,0,1,0,1,4.261408572,142.499263,840.5098283
1646,1647,Y332336,1012,0,35,30106.96,8.653938933,7,0,0,0,1,0,0,1,19.28013343,204.963371,2118.488416
1647,1648,I114622,217,0,18,61967.75,12.35416052,10,0,0,0,1,0,1,0,9.958831629,214.952509,1328.734281
1648,1649,Y564438,825,1,63,18571.0,8.044259405,11,2,1,0,1,0,0,1,4.300271811,204.963371,782.9998382
1651,1652,L954651,24529,1,86,11999.43,8.301200914,17,0,0,0,1,0,1,0,11.07083425,172.503404,1136.55652
1652,1653,Y643021,540,2,20,30088.13,11.71398312,11,0,1,0,1,0,0,1,4.509329959,192.440432,933.8036457
1653,1654,E119109,30576,1,76,34415.0,10.9085806,9,1,0,0,0,0,1,1,2.162477942,210.138,673.9015902
1654,1655,P956414,2270,2,29,82080.92,10.04784815,13,2,0,0,0,0,0,1,14.5222363,200.132293,2271.84102
1655,1656,G938547,3192,1,23,102905.68,8.034185681,15,0,1,0,0,0,0,0,1.424712099,124.97808,316.7739538
1656,1657,I478025,14534,2,55,16337.64,2.292587755,19,0,0,0,1,1,0,0,1.849371568,184.961033,1088.89675
1657,1658,K208350,22925,2,57,6959.92,13.03933816,14,0,1,0,1,0,0,0,6.526670837,112.484375,640.9334119
1659,1660,E569695,481,1,56,35504.27,9.588349767,12,1,0,0,0,0,0,0,11.06628519,114.950905,1420.927135
1660,1661,A290262,2145,4,83,1277.42,9.96958238,15,0,0,0,0,1,1,0,11.82576277,152.488401,1312.700259
1661,1662,K378058,11239,0,39,15045.78,7.560275883,14,1,1,0,0,0,0,1,12.23362353,230.105118,1632.365102
1662,1663,S15130,494,4,52,78085.72,7.372127002,13,0,0,0,0,0,0,0,2.552193205,127.473844,913.9152886
1663,1664,H813478,19522,0,35,44287.84,9.032429129,13,3,2,0,1,1,0,1,21.87100089,194.958118,2273.781965
1664,1665,W909052,27726,1,54,44057.85,6.666141762,13,1,0,0,0,0,0,1,6.5443199,242.628057,1185.892988
1665,1666,P811960,1665,2,49,25048.77,12.2507651,13,0,0,0,0,0,1,1,14.98166868,242.61428,1890.640168
1666,1667,S197462,26659,0,87,56537.88,11.51744058,11,2,1,0,0,0,0,0,13.79138076,127.442069,1659.769248
1667,1668,E365087,20,0,20,21058.64,12.92843595,11,0,0,0,1,0,0,0,8.734707597,147.503078,1143.017435
1668,1669,E651305,608,5,88,63304.25,12.35525457,12,1,0,1,1,0,0,1,5.260793737,149.991327,855.939459
1669,1670,R699182,4326,1,38,37130.15,11.54247891,9,2,0,0,0,1,0,0,3.810228199,130.006414,780.2278932
1670,1671,J991902,206,3,43,38369.68,6.832060399,10,4,0,0,1,1,0,1,11.72200614,175.004777,1593.466069
1671,1672,R114719,275,3,34,20283.95,14.4845473,10,1,2,1,0,1,0,0,4.304076015,117.468591,1071.920592
1672,1673,X981511,16578,1,44,23703.95,6.159072244,10,1,0,0,1,1,1,1,3.060553536,152.495236,644.1045211
1673,1674,T257204,103,1,70,47658.67,13.03330701,16,0,0,1,1,1,0,0,6.549842666,194.988208,971.7404705
1674,1675,I598290,1771,1,49,49750.1,13.78711309,14,2,0,0,0,0,0,0,9.373705128,147.442069,1039.67302
1675,1676,D832053,637,2,72,31203.12,13.22904885,7,1,0,0,1,0,0,1,8.397776839,275.133571,1381.481321
1676,1677,S238589,3662,3,41,33458.05,10.38784781,8,1,2,0,0,1,1,0,1.019306038,162.468917,522.4564791
1677,1678,S815475,10818,0,54,20719.7,13.34762525,11,0,2,0,1,1,0,0,6.864219377,162.497044,1284.691556
1678,1679,N953071,6279,0,49,39225.15,9.296558028,14,2,0,0,1,0,1,0,6.525380768,179.965581,703.8007764
1679,1680,J871183,392,2,77,32659.08,6.736876666,14,1,0,1,0,0,1,0,16.08388872,182.446995,1544.501137
1680,1681,I842673,3102,1,35,13870.96,8.792014962,12,1,0,0,0,1,0,1,12.95969924,245.145743,1896.10656
1682,1683,A880064,1426,2,43,49065.88,5.271292905,8,1,1,0,1,1,0,1,10.85865384,245.128318,2081.752385
1683,1684,O793984,13607,2,59,18081.88,7.033849177,9,2,1,0,1,1,0,1,15.34839938,277.651257,2115.879744
1684,1685,O570146,57,1,58,45101.92,3.423741645,9,2,1,0,0,1,1,0,7.355635728,142.500692,1357.285615
1685,1686,M95380,5964,3,75,30450.19,13.24531173,18,2,0,0,0,0,0,1,5.705926395,152.457857,1308.999159
1686,1687,T864638,10499,4,63,54750.08,9.892901128,13,0,1,0,1,1,1,1,6.70301496,267.664655,1319.229599
1687,1688,I132993,3634,0,57,24095.07,8.278493187,8,1,0,0,1,0,1,0,7.367492072,227.475448,991.3985734
1688,1689,E874619,46589,1,63,53817.02,13.34913229,10,1,0,0,0,0,0,0,1.030630574,147.442069,310.1585772
1689,1690,S83663,20760,0,42,20733.74,7.83125489,17,0,0,0,1,0,0,1,6.735271694,149.944668,1254.943448
1690,1691,N352428,39478,7,37,36790.23,10.45355154,7,0,0,0,0,0,0,1,7.506056361,220.132293,1411.150345
1691,1692,I962072,163,4,60,35949.37,5.80921457,13,0,0,0,0,0,1,0,20.51922799,139.983006,2446.475453
1692,1693,C525794,5943,4,38,73242.41,11.41757633,12,0,0,0,0,0,1,1,9.320973584,139.9678,1262.985557
1693,1694,T767247,2835,4,50,12802.32,7.819201487,10,1,0,0,1,1,0,0,7.387393996,140.00128,1365.994148
1695,1696,T800245,2275,0,18,60956.22,11.05788928,15,0,1,1,0,1,0,0,6.289468375,149.959755,933.01364
1696,1697,M520636,299,0,37,27149.34,10.11721314,8,0,0,0,1,0,1,1,2.613920398,194.976769,609.6168115
1697,1698,Z693235,5651,1,37,19533.5,11.64173568,11,0,0,0,1,1,0,1,11.29271486,164.985293,1882.951404
1698,1699,G856109,36923,4,74,102080.72,10.14600151,10,1,0,1,1,1,1,0,11.57257501,152.510442,1638.383088
1700,1701,T240588,20195,1,62,10852.14,6.236748796,11,3,0,0,1,0,0,0,14.28406007,172.470522,1887.699697
1701,1702,L193735,6017,3,42,52352.24,7.219910689,8,1,0,0,1,1,1,0,4.759938908,194.974431,897.6280912
1702,1703,V217475,1387,3,81,57874.62,8.759756787,14,1,0,0,0,0,0,0,2.758173633,124.97808,297.4433143
1703,1704,V11448,128,3,80,54587.66,14.60495207,12,2,0,0,1,0,0,1,7.441432103,242.610632,1683.078344
1704,1705,S105011,371,0,50,14053.15,14.17602329,14,0,0,1,1,1,1,1,10.06145053,199.990219,1806.970628
1705,1706,E613354,813,2,21,51419.56,8.11725589,9,0,0,0,0,0,1,1,16.37219797,184.967019,1873.00718
1706,1707,T782123,314,0,41,20917.65,12.39190153,13,1,1,1,0,0,0,0,2.160066882,147.442069,444.0474919
1707,1708,I20636,266,4,71,48597.98,10.84404672,11,1,1,1,1,1,1,1,1.871917709,255.141716,859.0587897
1708,1709,V620091,1700,3,45,34497.95,7.583070893,8,1,0,0,1,0,0,0,16.75283806,159.947583,2122.146303
1709,1710,F937423,9916,2,46,19080.13,11.02448303,12,0,0,0,0,0,0,1,20.16532013,210.105118,2734.384392
