,Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Multiple,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharge,Bandwidth_GB_Year
1669,4326,1,38,37130.15,0,11.54247891,9,2,0,0,0,1,0,0,130.006414,780.2278932
1670,206,3,43,38369.68,0,6.832060399,10,4,0,0,1,1,0,1,175.004777,1593.466069
1671,275,3,34,20283.95,0,14.4845473,10,1,2,1,0,1,0,0,117.468591,1071.920592
1672,16578,1,44,23703.95,1,6.159072244,10,1,0,0,1,1,1,1,152.495236,644.1045211
1673,103,1,70,47658.67,1,13.03330701,16,0,0,1,1,1,0,0,194.988208,971.7404705
1674,1771,1,49,49750.1,0,13.78711309,14,2,0,0,0,0,0,0,147.442069,1039.67302
1675,637,2,72,31203.12,1,13.22904885,7,1,0,0,1,0,0,1,275.133571,1381.481321
1676,3662,3,41,33458.05,1,10.38784781,8,1,2,0,0,1,1,0,162.468917,522.4564791
1677,10818,0,54,20719.7,0,13.34762525,11,0,2,0,1,1,0,0,162.497044,1284.691556
1678,6279,0,49,39225.15,0,9.296558028,14,2,0,0,1,0,1,0,179.965581,703.8007764
1679,392,2,77,32659.08,0,6.736876666,14,1,0,1,0,0,1,0,182.446995,1544.501137
1680,3102,1,35,13870.96,1,8.792014962,12,1,0,0,0,1,0,1,245.145743,1896.10656
1682,1426,2,43,49065.88,1,5.271292905,8,1,1,0,1,1,0,1,245.128318,2081.752385
1683,13607,2,59,18081.88,1,7.033849177,9,2,1,0,1,1,0,1,277.651257,2115.879744
1684,57,1,58,45101.92,0,3.423741645,9,2,1,0,0,1,1,0,142.500692,1357.285615
1685,5964,3,75,30450.19,1,13.24531173,18,2,0,0,0,0,0,1,152.457857,1308.999159
1686,10499,4,63,54750.08,1,9.892901128,13,0,1,0,1,1,1,1,267.664655,1319.229599
1687,3634,0,57,24095.07,1,8.278493187,8,1,0,0,1,0,1,0,227.475448,991.3985734
1688,46589,1,63,53817.02,1,13.34913229,10,1,0,0,0,0,0,0,147.442069,310.1585772
1689,20760,0,42,20733.74,1,7.83125489,17,0,0,0,1,0,0,1,149.944668,1254.943448
1690,39478,7,37,36790.23,1,10.45355154,7,0,0,0,0,0,0,1,220.132293,1411.150345
1691,163,4,60,35949.37,0,5.80921457,13,0,0,0,0,0,1,0,139.983006,2446.475453
1692,5943,4,38,73242.41,1,11.41757633,12,0,0,0,0,0,1,1,139.9678,1262.985557
1693,2835,4,50,12802.32,0,7.819201487,10,1,0,0,1,1,0,0,140.00128,1365.994148
1695,2275,0,18,60956.22,0,11.05788928,15,0,1,1,0,1,0,0,149.959755,933.01364
1696,299,0,37,27149.34,1,10.11721314,8,0,0,0,1,0,1,1,194.976769,609.6168115
1697,5651,1,37,19533.5,1,11.64173568,11,0,0,0,1,1,0,1,164.985293,1882.951404
1698,36923,4,74,102080.72,0,10.14600151,10,1,0,1,1,1,1,0,152.510442,1638.383088
1700,20195,1,62,10852.14,0,6.236748796,11,3,0,0,1,0,0,0,172.470522,1887.699697
1701,6017,3,42,52352.24,1,7.219910689,8,1,0,0,1,1,1,0,194.974431,897.6280912
1702,1387,3,81,57874.62,0,8.759756787,14,1,0,0,0,0,0,0,124.97808,297.4433143
1703,128,3,80,54587.66,1,14.60495207,12,2,0,0,1,0,0,1,242.610632,1683.078344
1704,371,0,50,14053.15,1,14.17602329,14,0,0,1,1,1,1,1,199.990219,1806.970628
1705,813,2,21,51419.56,1,8.11725589,9,0,0,0,0,0,1,1,184.967019,1873.00718
1706,314,0,41,20917.65,0,12.39190153,13,1,1,1,0,0,0,0,147.442069,444.0474919
1707,266,4,71,48597.98,1,10.84404672,11,1,1,1,1,1,1,1,255.141716,859.0587897
1708,1700,3,45,34497.95,1,7.583070893,8,1,0,0,1,0,0,0,159.947583,2122.146303
1709,9916,2,46,19080.13,1,11.02448303,12,0,0,0,0,0,0,1,210.105118,2734.384392
1710,4292,0,58,21210.4,0,8.510124671,11,0,0,0,1,1,1,1,164.971516,1412.478266
1711,2258,0,87,22484.19,0,14.5077828,13,1,0,0,1,1,1,0,127.511223,408.200312
1712,411,1,18,38028.33,1,7.823397558,12,1,1,0,0,1,1,1,152.466002,1344.718981
1713,8691,0,50,29940.45,1,7.065505359,10,1,0,0,1,0,0,1,169.944668,991.7932314
1715,206,3,27,84597.17,0,8.407938599,14,3,2,1,0,0,0,0,182.460772,1266.19109
1716,471,1,44,29579.69,1,4.708283677,11,1,0,0,1,0,0,0,202.443347,1204.39272
1717,497,3,45,69222.79,1,15.42891992,17,0,1,0,1,0,1,1,232.62403,1607.735971
1718,860,1,33,76046.62,0,9.004832636,6,1,0,1,1,0,0,0,134.980139,548.9193645
1719,1458,0,36,29759.61,0,6.802850752,11,0,1,0,0,1,0,1,154.975543,1827.283455
1720,247,3,47,73746.35,0,15.0321318,12,0,0,0,0,0,0,0,182.460772,1103.011016
1721,543,0,56,54109.79,0,7.276553998,10,1,0,0,1,0,0,1,204.963371,616.51937
1722,3039,2,81,34414.89,1,10.5336786,15,1,1,0,1,0,0,1,220.161527,838.173682
1723,2701,4,26,5920.06,1,12.56737024,13,0,0,0,1,1,1,1,222.665436,1024.224748
1724,384,3,33,46973.08,0,10.99110627,14,1,0,1,0,1,0,1,154.975543,2947.224753
1726,319,2,61,5875.01,1,11.36888104,12,1,1,0,0,1,0,1,142.452604,1408.424309
1727,17585,1,80,84805.71,0,14.21094097,11,1,1,0,0,0,0,1,149.962093,1333.444788
1728,1420,1,75,14289.15,0,10.14631572,9,1,0,0,1,1,0,1,194.958118,2419.797484
1729,1897,0,78,2488.36,1,7.446156322,15,2,0,0,0,1,1,0,154.991856,1135.519834
1730,2473,1,75,10494.28,1,10.7481104,14,1,1,0,0,0,1,0,149.970715,980.0465426
1731,7825,0,58,15537.16,1,11.6424418,5,1,0,0,1,1,0,1,245.128318,1925.341061
1732,7637,0,46,40743.83,0,12.81300692,12,0,0,0,1,0,1,1,182.45383,1914.400241
1733,35763,4,28,63963.83,0,6.784802038,12,0,0,0,1,0,0,0,144.960655,481.3363042
1734,2267,0,43,78249.99,1,6.462473731,7,2,0,0,1,0,0,1,220.161527,1321.712528
1735,214,1,66,43551.35,0,9.082948983,10,1,0,0,1,0,0,0,172.470522,901.2877149
1736,613,1,84,48376.42,1,8.55142407,10,1,0,1,1,0,1,1,255.119794,2158.332479
1737,1397,1,69,57730.91,0,8.943037777,10,1,0,0,0,0,0,0,92.455141,720.6019295
1738,3098,3,20,30861.42,1,6.3246769,14,0,1,0,0,1,0,1,107.48056,1727.703167
1739,719,2,35,51510.02,1,12.55061484,8,0,2,0,0,1,1,1,235.159141,2196.151925
1740,3547,1,88,7833.53,1,11.14280011,17,2,0,0,1,0,0,1,252.637807,1207.144714
1741,228,0,71,29709.19,1,10.58657312,16,1,0,0,0,1,0,0,152.455519,1364.133317
1742,24198,4,86,37041.5,1,7.1113897,17,1,0,0,0,0,0,0,162.460772,1461.63461
1743,8100,4,24,11638.79,0,10.41978703,13,0,0,1,0,0,0,0,92.455141,1750.284767
1744,41,3,76,8523.51,0,11.72281518,13,1,0,0,0,0,0,0,159.965008,884.3816817
1747,34308,1,76,73422.83,1,10.25266403,9,1,0,0,1,1,1,0,175.02109,862.0866469
1748,117,0,24,66702.94,1,12.9605554,12,1,0,1,1,0,0,1,242.657291,2072.561109
1749,1443,1,77,37670.96,1,7.789802026,10,1,0,0,0,1,1,1,202.636202,1608.002659
1750,170,1,62,79432.6,1,9.985414526,13,1,0,1,0,0,1,1,187.642236,1054.514104
1751,4389,0,21,21786.91,1,9.777239043,8,1,0,0,1,1,1,1,290.160419,1150.574869
1752,136,2,39,52189.94,0,12.84477246,13,3,0,1,0,1,0,0,164.978458,2137.666732
1753,222,4,23,44610.48,0,8.965640601,14,0,1,1,0,0,1,0,194.969934,1956.469091
1754,3929,3,87,53591.84,1,7.587447184,9,1,1,0,1,0,0,1,242.610632,1647.423104
1755,1060,0,27,43976.9,0,12.57357797,19,1,0,0,0,0,1,0,124.964303,715.1931007
1756,2034,0,60,19990.22,1,4.843884364,14,2,1,0,0,0,1,1,222.660939,1235.453213
1757,29460,3,80,39181.25,1,10.38437058,16,0,1,0,1,0,0,1,137.468388,700.0279564
1758,208,1,56,25777.88,1,14.67675595,13,2,0,0,0,0,1,1,232.641455,769.7818684
1759,24278,2,20,59418.66,1,9.8699522,8,0,0,0,0,1,1,0,154.991856,1283.103476
1760,18937,1,39,38306.27,1,16.75470959,10,0,0,0,1,0,0,0,194.966286,1897.050575
1761,21282,3,30,34393.76,0,8.763640466,8,2,0,0,0,1,0,1,232.622804,2299.047664
1762,24838,3,47,37526.82,1,12.1859369,14,1,0,0,1,1,1,1,257.684139,1018.848617
1763,18722,6,35,3050.98,0,8.242312444,10,2,0,0,0,1,0,1,162.452604,1712.040252
1764,907,2,66,6284.19,0,9.217002771,13,0,0,0,0,0,0,0,92.455141,1777.880577
1765,9022,2,76,53247.58,1,9.75859429,12,0,1,0,1,1,0,0,184.961033,871.6644442
1766,6871,2,70,25019.9,1,11.34236064,12,0,0,0,1,1,0,1,172.462354,1782.747566
1767,19100,0,44,16301.48,0,9.415068375,12,1,1,0,0,0,0,0,112.455141,242.9947554
1768,230,3,73,12134.83,0,10.65731963,10,0,1,0,0,1,0,0,149.99153,1505.903299
1769,1393,0,72,32396.94,0,7.011648779,13,1,0,0,0,1,1,0,162.468917,380.7222437
1770,64417,1,42,88000.08,1,8.349506731,13,2,0,0,0,0,0,0,127.473844,1064.629876
1771,3521,0,58,18406.73,1,9.299310376,10,2,0,0,0,0,0,1,127.458638,850.5053759
1772,134,1,68,7655.2,1,12.84944852,6,1,0,0,1,0,0,1,240.114868,764.3624669
1774,35591,1,79,49545.55,0,11.15775194,7,0,1,0,0,0,1,1,184.967019,1197.086571
1775,98660,5,54,77423.32,1,8.127707725,15,1,0,1,1,1,0,1,242.632554,1984.668288
1776,18249,3,19,27690.11,1,9.910027332,13,1,0,0,1,0,1,1,232.62403,2954.525101
1777,167,2,46,27219.87,0,13.29565706,17,0,0,0,0,0,1,0,149.970715,703.2651223
1778,2525,0,63,21739.61,1,14.05990229,11,1,0,0,1,0,0,1,255.133571,1745.431051
1779,27856,0,85,32951.46,1,17.60288873,9,0,1,1,0,1,0,1,202.649979,2900.101871
1780,140,1,64,19832.1,1,15.36169948,6,1,0,0,1,0,1,1,287.642733,1572.393016
1781,9400,1,21,8979.6,0,10.89022868,9,1,0,1,1,0,0,0,144.960655,968.8971697
1782,16169,7,18,47618.81,0,12.65695134,7,1,0,0,0,1,1,0,129.977753,1239.519501
1783,32000,4,83,40031.03,0,14.74975124,10,2,0,0,0,1,0,0,117.483475,479.0156739
1785,53431,1,58,9134.48,1,11.20443812,10,2,0,0,1,0,0,1,230.134352,2109.348841
1786,403,1,24,22354.1,1,9.386659049,13,0,1,0,1,0,1,1,232.670689,1332.641107
1787,13133,1,88,12146.64,0,8.244134358,13,0,1,0,0,0,1,0,124.964303,386.8447822
1788,1331,1,40,3730.38,1,10.73059843,18,1,0,0,1,1,1,1,247.664655,1338.247732
1789,6612,0,26,56143.59,1,7.415363166,14,0,0,0,0,0,1,0,159.951231,509.6727126
1790,9338,1,70,22812.0,1,8.735591454,14,2,1,0,1,0,0,1,207.638588,1044.435554
1791,59191,2,21,12908.78,1,7.781912069,8,2,0,0,1,1,1,1,247.664655,1467.981883
1792,7233,0,75,18189.38,1,10.0345016,14,0,2,0,1,0,1,0,207.475448,971.697137
1793,4721,0,67,61039.69,1,8.247672688,15,1,1,0,0,0,0,1,230.105118,695.6222319
1794,1640,2,29,60671.21,0,13.82901227,12,0,1,0,0,1,1,0,177.48762,1716.011284
1795,26679,4,26,21393.98,0,13.62442766,13,1,0,0,0,1,1,1,154.961766,2811.648182
1796,1126,3,38,31369.76,1,12.48448983,9,0,1,0,0,0,1,1,235.137219,2363.604752
1798,1924,2,60,27353.22,0,12.65398405,9,0,0,0,1,0,1,1,162.45383,2586.074672
1799,4621,1,65,20872.03,1,6.672058888,14,2,0,0,0,0,0,1,207.609354,1241.342647
1800,49,1,36,87308.01,0,9.246170832,7,1,0,0,1,1,0,0,182.497044,1062.905651
1801,2109,3,79,37198.61,1,8.294166484,12,0,0,1,1,0,0,1,242.610632,1713.700682
1802,533,1,68,28837.52,0,12.17182137,13,1,0,0,0,1,1,0,107.481989,700.6270933
1803,4827,3,29,48675.51,1,4.586984142,14,0,0,0,1,1,0,0,149.988989,1303.670531
1804,24653,4,87,53420.34,0,8.120857113,9,0,1,0,1,1,0,0,147.478341,1119.209685
1805,2931,1,34,26175.68,1,11.19592754,12,0,0,0,0,0,1,0,152.47417,1496.482536
1806,1827,0,22,84232.11,0,10.2831545,6,1,1,0,1,0,1,0,179.965581,985.6286855
1807,3898,5,20,23660.7,1,11.64845286,11,1,1,0,0,0,0,1,220.132293,1329.24842
1809,800,1,75,5418.19,1,10.72904959,7,0,1,0,1,0,1,1,255.166453,1313.686109
1810,1792,3,86,25428.86,0,12.20196178,9,0,0,0,1,1,0,0,150.020764,529.9370637
1811,9635,0,68,21087.24,1,9.024293001,10,0,1,0,1,0,0,0,179.947583,404.9361415
1812,28147,1,60,36174.84,0,13.0338523,12,2,0,0,0,0,1,1,117.472036,995.3392925
1813,201,0,25,21795.9,0,7.456656063,10,1,1,0,1,0,0,1,220.161527,1780.064534
1814,64417,0,39,47285.08,0,13.7342759,14,1,0,0,1,1,1,0,152.510442,1559.323963
1815,1013,0,27,45429.68,0,9.929214278,9,1,0,0,1,0,0,0,157.483594,1549.802896
1816,1081,1,25,12234.89,0,9.116878941,13,1,1,0,0,0,0,0,134.950905,790.6280344
1817,6947,1,44,46705.86,0,11.10048066,9,2,0,0,0,0,0,0,102.474625,1040.400476
1818,2568,0,65,11523.97,1,5.953348075,16,0,0,0,1,0,0,0,137.483594,847.1259509
1819,809,2,73,19534.42,0,7.519178592,16,1,1,1,0,1,0,0,184.978458,1234.044483
1820,43123,1,48,82629.53,0,9.816712399,12,0,2,0,1,1,0,0,169.974105,1333.179191
1821,25,4,39,28420.39,0,5.282356868,11,0,0,0,0,1,1,0,107.528648,1104.883551
1822,1691,1,55,81413.71,0,4.698609875,10,0,0,0,0,0,1,0,124.964303,1222.291008
1823,14,4,71,69506.73,0,9.773871134,8,1,0,0,0,1,0,0,114.972827,1153.262724
1824,7527,3,44,15944.32,1,9.724391204,18,0,1,1,0,0,1,1,129.948316,1048.919831
1825,24542,1,35,38328.57,1,8.082617212,7,2,0,0,1,1,0,0,204.961033,661.2094379
1826,40041,3,40,82560.95,1,7.495673471,10,1,0,0,0,0,1,1,200.165175,1711.601451
1827,1536,0,34,37667.37,1,8.337747682,8,1,0,0,1,0,0,1,262.610632,1214.05087
1828,12439,4,35,89752.5,1,8.940681932,15,0,0,1,1,0,0,1,262.610632,1253.523378
1829,1062,1,59,24958.97,1,9.170210546,13,1,0,1,0,0,0,1,220.132293,955.0519598
1830,2306,3,73,51848.11,1,4.307800217,12,2,2,0,0,0,0,1,242.628057,1187.692793
1831,1684,4,88,32443.11,1,6.969585746,13,1,1,0,1,0,0,1,192.440432,1367.183772
1832,1232,1,34,76175.36,0,7.859430948,14,1,2,0,1,0,1,0,192.456745,1398.114035
1833,586,1,67,24946.75,0,7.779697022,13,3,0,1,0,0,0,0,159.965008,461.4404406
1834,27361,0,51,86039.43,0,8.683074501,10,1,1,0,0,0,0,0,92.455141,798.4275185
1835,1105,4,26,18620.79,0,4.989775216,16,0,0,0,1,1,0,0,149.974105,2245.475959
1836,9102,1,45,19224.29,0,10.38217336,5,1,0,0,0,1,0,1,222.649979,1636.72261
1837,41468,0,52,22433.84,1,14.16841333,15,1,0,1,1,1,0,1,265.128318,1164.843819
1838,18899,0,25,27130.52,1,11.12796555,12,2,0,0,1,1,1,0,194.974431,1946.450068
1839,10586,1,60,39874.59,0,5.371697235,13,0,0,0,0,1,0,1,139.95684,1810.920999
1842,637,6,58,13969.34,0,4.373591494,12,1,2,0,0,0,0,0,92.455141,1653.165932
1843,35151,0,64,4109.01,0,10.40233023,12,1,0,0,0,1,1,0,120.004928,1549.605718
1844,363,2,74,93637.19,0,6.626472191,7,2,0,1,0,0,0,0,112.455141,868.5732588
1845,5885,3,27,43133.76,1,11.60381433,17,1,0,0,0,0,0,1,187.656013,2171.802329
1846,1129,1,51,45245.92,0,6.605688237,10,3,0,0,0,1,0,1,162.452604,946.1849643
1847,35389,0,59,36034.73,1,13.54754868,13,1,0,0,0,0,0,0,147.442069,1294.790222
1848,558,0,78,11667.32,1,12.32023424,8,2,1,1,1,0,0,1,204.963371,509.1865112
1849,1125,2,36,25598.66,0,16.60350748,15,2,1,0,1,0,0,0,157.483594,1210.450532
1850,41235,0,84,96624.28,1,7.865190806,12,1,0,0,0,1,0,1,190.12704,1483.41562
1851,9957,1,42,36705.32,0,6.256478572,12,1,1,0,1,0,1,0,204.979684,567.3209248
1852,142,1,75,68430.88,0,8.470105611,11,0,1,0,0,0,1,0,159.983006,990.747598
1853,3841,0,39,26838.3,1,9.556655457,15,3,0,0,0,0,1,1,187.642236,1329.382263
1854,956,0,75,20768.72,0,9.957815194,7,1,0,0,1,0,1,1,204.949594,1862.842794
1855,47,3,57,14032.23,0,10.45011354,6,1,0,0,0,0,0,0,112.455141,1446.505628
1856,1090,4,35,30110.14,0,11.79012709,13,0,0,1,1,0,0,0,144.960655,1338.549194
1857,30688,3,52,46272.07,1,10.93180592,12,1,0,1,0,0,0,1,220.132293,939.8765686
1858,1045,4,66,39933.38,0,11.38646956,16,1,1,0,0,0,0,0,92.455141,1275.194778
1859,6277,0,24,9964.37,0,8.334967001,14,1,0,0,1,0,0,1,242.657291,2422.117328
1860,164,4,23,25447.24,1,10.03692527,11,0,2,0,1,0,1,0,137.469817,922.4502594
1861,9191,0,54,72841.97,0,7.65593436,7,0,0,1,0,1,1,0,127.481989,2112.65313
1862,26057,4,81,1441.97,0,11.28908676,7,0,1,0,1,1,0,0,127.478341,1233.807825
1863,486,3,21,23134.96,0,5.772508536,11,0,0,0,1,0,0,0,147.471303,1034.69512
1864,1045,1,47,36250.96,1,7.732225598,9,1,0,0,1,0,0,0,169.967067,877.7050261
1865,11658,4,47,15395.09,0,7.73492925,6,0,1,0,0,0,0,1,137.439154,1615.87994
1866,25998,2,57,14379.3,0,13.60282892,8,0,0,0,0,1,0,0,114.972827,959.951483
1867,255,6,19,57776.5,0,12.79857643,9,3,0,0,0,1,1,0,149.977753,1639.902323
1868,27566,7,52,57622.01,1,10.83103688,15,2,1,0,0,1,0,1,190.12704,1751.02003
1869,635,5,84,19430.58,0,10.57996614,17,1,0,0,0,1,1,1,174.961766,1173.562649
1870,20897,3,80,42920.9,1,11.97456051,9,2,1,1,1,1,0,0,162.511928,1354.387011
1871,1063,3,58,69004.81,0,12.23746964,12,1,0,0,0,0,0,1,104.962874,632.0815033
1872,13221,2,61,13805.45,1,15.43208187,14,0,0,0,1,1,0,1,174.958118,1054.384865
1873,547,4,47,1753.08,1,11.76568434,12,1,0,0,1,0,1,1,252.62403,904.5789623
1874,1662,3,55,55200.2,1,5.649781948,12,2,1,0,1,0,0,0,157.483594,637.7315432
1875,3628,3,89,4592.51,0,10.96531534,15,2,1,0,0,0,0,0,127.488728,846.2276311
1876,303,1,81,9582.53,1,12.34162424,10,1,0,1,1,0,1,1,275.119794,775.7502457
1877,240,3,81,21599.91,0,10.12925966,13,2,0,0,1,0,0,0,159.994242,975.7615787
1878,2889,1,43,80120.44,1,10.35620722,9,0,0,0,1,0,1,0,172.503404,1042.502776
1879,4654,4,84,67228.71,1,11.41693893,13,0,0,0,0,0,1,1,212.641455,1621.058909
1880,6343,0,57,18651.96,1,10.78909418,6,1,1,0,1,0,0,1,204.963371,1924.903884
1881,12911,2,73,97463.9,0,7.1972748,16,0,0,1,1,0,1,0,169.992756,695.0510444
1882,2705,4,37,14638.17,1,9.713763237,13,2,0,0,1,0,0,0,172.470522,1178.564131
1883,8075,0,86,24371.34,0,5.46295328,10,4,0,0,0,1,0,0,162.482694,504.8041713
1884,1120,0,40,46974.79,0,7.633282055,14,0,0,0,0,0,0,0,124.97808,391.0106655
1885,6188,3,62,49939.39,1,6.398169663,14,2,0,0,1,1,1,0,207.49737,693.358004
1886,173,1,69,10584.2,0,11.55394954,16,1,2,0,1,0,0,0,179.947583,497.4668116
1887,786,1,20,46984.61,0,10.1309532,11,0,0,0,0,1,0,1,139.95684,989.9918587
1888,46344,1,86,48971.18,0,14.67533687,6,2,0,0,1,1,1,0,182.483267,745.0467839
1889,30068,1,82,7723.17,1,9.45902039,9,1,0,0,0,0,1,1,235.137219,2087.543903
1890,658,0,49,72997.73,1,13.33271836,11,2,0,0,0,0,0,1,200.132293,1751.848426
1891,49397,5,68,55593.6,1,9.155612168,14,2,0,0,1,1,0,0,162.497044,1501.32182
1892,2813,3,66,28096.83,1,5.377748545,9,0,0,0,0,0,0,1,175.133074,1116.638366
1893,94395,1,29,10887.66,0,8.31466824,6,1,0,0,0,0,0,1,172.457857,2057.159348
1895,24,2,53,77658.11,1,9.622151061,12,0,0,0,0,0,0,0,162.460772,2089.023186
1896,25258,1,27,740.66,0,9.150618042,12,1,0,0,0,0,0,0,79.978861,1081.14434
1897,195,0,56,61901.7,1,8.064807,15,0,0,0,1,0,1,1,194.976769,989.3430051
1899,640,4,37,19523.69,0,8.885448784,15,0,0,0,0,0,1,1,117.472036,596.8051649
1900,627,4,82,17526.85,1,12.94388838,7,0,0,0,1,0,0,1,242.657291,2060.745551
1901,29,2,57,21062.25,0,15.34568423,11,2,0,0,0,1,0,0,94.972827,817.8995329
1902,48133,2,45,31766.78,1,14.18102134,16,0,1,0,1,0,0,0,182.490006,762.3743815
1903,544,3,27,24045.19,0,14.47410001,17,0,0,0,0,1,1,0,95.005709,617.4480514
1905,104,0,66,94655.92,0,7.516773254,13,0,0,0,1,1,1,1,152.495236,785.6688028
1906,1330,3,51,19982.5,1,8.560207521,11,1,0,1,0,1,0,0,149.99153,874.1933216
1907,610,1,30,100033.86,1,7.104001873,10,2,2,1,0,0,0,1,127.458638,505.6979276
1909,4504,1,53,18038.36,0,9.698184881,11,0,1,0,1,0,0,0,144.960655,2167.068284
1910,15260,5,79,33297.61,1,10.87571686,14,0,1,0,1,1,1,1,197.494455,1428.608241
1911,1785,3,41,80430.99,1,8.713781981,14,1,0,0,1,0,0,1,182.467607,1072.585587
1912,23140,3,63,15423.53,0,12.18665298,13,0,1,0,0,1,1,0,140.004928,1579.867444
1913,2081,2,70,8465.02,0,6.410275409,13,0,2,0,1,0,1,0,124.993537,396.4162432
1914,25907,0,58,23107.22,1,5.546944946,15,3,0,1,0,1,0,1,245.145743,911.3769495
1915,11300,1,63,65329.46,1,13.34580773,8,2,0,1,0,1,0,1,232.622804,1710.216611
1916,32944,0,46,12650.67,0,6.411211074,9,1,0,0,1,1,0,1,172.462354,758.0522649
1917,1260,3,89,99787.78,0,8.866549026,12,1,0,0,1,1,0,0,137.497825,758.6189978
1918,1485,2,49,53320.93,0,9.991096674,11,2,2,0,1,0,0,1,162.467607,2100.288363
1920,540,0,86,22840.68,1,6.318907115,7,1,1,1,1,1,1,1,164.971516,1051.069135
1921,18281,7,28,29742.47,1,12.14896261,8,2,1,0,1,0,1,0,159.965581,1216.35272
1922,1421,2,56,22139.13,1,15.08558131,9,1,0,0,1,0,0,1,232.637807,2138.661668
1923,19414,4,80,26760.18,0,3.410169776,13,0,0,0,1,1,1,0,172.510442,684.7417744
1924,164,5,28,23613.85,1,14.06427534,9,3,2,0,0,0,0,0,159.965008,1325.529732
1925,658,3,53,38691.84,0,6.89303513,12,5,0,0,0,0,1,0,172.47417,641.4963126
1926,14242,3,86,39163.32,0,12.08205854,14,0,0,0,1,0,0,0,169.967067,944.331401
1927,28085,3,27,8539.27,0,7.233561718,15,1,0,0,1,1,0,0,174.988208,1553.937724
1928,35376,1,77,17054.95,0,11.10109124,13,0,0,0,1,0,0,0,147.503078,1824.510182
1929,3282,5,85,68237.79,0,5.638490484,13,0,0,0,1,0,0,0,124.960655,2353.856438
1930,96,2,47,23101.13,1,4.743877362,14,1,0,0,1,1,0,1,265.128318,2209.997412
1931,7215,1,57,49323.19,0,7.869279288,11,1,0,0,1,0,0,1,169.944668,521.8726735
1932,4705,2,51,32459.53,1,14.20149723,12,1,0,1,1,0,0,1,182.467607,1282.45127
1933,647,4,37,43765.92,0,13.38997772,11,0,0,0,0,0,1,0,137.487242,1283.266496
1934,2072,3,32,91605.19,1,6.716026988,13,1,2,0,0,1,0,1,202.649979,2425.149963
1935,292,1,55,34978.09,1,7.275219163,12,1,0,0,0,1,0,1,225.145743,2017.858499
1938,2713,4,79,10349.38,1,10.42980353,17,1,0,0,1,0,0,1,184.963371,1115.319187
1940,39568,4,26,23026.89,1,5.706642926,15,1,0,0,1,0,1,1,265.146969,1114.124252
1941,33225,0,60,13719.94,1,7.560121916,12,2,1,0,1,1,0,1,152.462354,1510.790984
1942,3783,0,69,47635.23,0,12.58527236,10,1,1,0,0,1,1,0,142.500692,1402.374111
1943,5584,1,37,49270.7,1,13.29065491,9,0,1,1,1,1,0,0,204.961033,2463.393795
1944,2217,2,65,8982.13,0,8.541648101,10,1,2,0,0,1,1,1,164.988941,943.490788
1945,402,0,70,30593.51,0,6.002354266,12,1,0,1,0,0,1,0,127.506726,296.9963678
1946,179,3,81,8507.14,0,8.089726776,8,1,0,0,0,0,0,0,124.97808,390.381346
1947,1716,0,42,21084.49,0,6.413780429,20,1,0,1,0,0,0,0,127.473844,2467.669888
1948,15322,3,55,99199.26,0,12.90458773,5,1,0,0,0,0,1,0,137.487242,590.602719
1949,184,4,21,32720.43,1,10.00892011,13,1,0,0,0,1,0,1,202.649979,3098.243332
1950,268,1,30,8228.16,1,13.57970425,18,1,0,1,1,0,0,1,230.134352,907.2442013
1952,566,3,81,96126.76,0,9.654031047,16,3,1,0,0,0,1,0,137.487242,1807.178649
1953,1113,3,81,10907.78,1,9.595766472,8,4,1,1,0,1,0,1,212.669463,2504.245348
1954,2932,3,19,37816.75,0,9.249991739,16,1,0,0,0,0,1,0,114.983787,1645.259689
1955,35414,1,41,20429.65,0,12.79582565,13,0,0,0,0,0,0,1,175.133074,2454.262177
1956,1488,2,76,72927.6,0,11.23137848,15,2,0,0,0,0,0,1,172.457857,1031.509395
1957,42227,2,70,12895.65,1,7.960834129,17,1,0,0,1,1,1,1,277.63748,1906.330177
1958,47459,1,22,29653.48,1,4.630760428,12,2,0,0,0,0,0,1,187.609354,1971.843122
1959,1940,1,41,84185.38,0,6.771136717,9,2,1,1,0,0,1,0,159.951231,1120.873005
1960,39694,2,32,15369.78,0,8.574863899,16,0,1,0,0,0,0,0,102.474625,527.3823713
1961,5542,2,54,45577.26,1,7.754485939,13,2,0,0,1,1,1,0,229.993134,1288.925148
1962,26216,1,57,19992.77,1,6.899189425,17,1,0,0,0,0,0,0,162.460772,1647.420385
1963,1635,4,72,38137.48,0,9.296497381,13,2,0,0,0,0,1,0,139.983006,911.5267548
1964,1330,2,48,17762.55,0,15.78937082,9,0,0,0,0,0,0,0,92.455141,1587.688033
1965,48008,1,46,18493.34,1,9.278437133,16,1,0,1,0,0,0,1,222.628057,1772.090821
1966,450,0,41,43296.9,1,11.98468923,16,0,0,0,1,1,1,1,247.664655,2079.818241
1967,87,1,64,17172.32,0,10.209012,16,3,1,0,1,0,1,1,162.45383,1367.4247
1968,35771,0,62,27687.94,1,11.87237678,11,0,0,1,0,0,0,1,207.609354,738.5002845
1969,53,0,44,29613.46,0,8.985344623,10,0,0,0,1,0,0,0,172.470522,1269.403112
1970,88,1,86,20926.46,0,3.577496502,13,0,0,0,0,0,0,0,137.461553,1729.615672
