Zip,Age,Gender,Churn,Contract,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Month
8802,25,Female,Yes,One year,No,3,210.2,85.0
43430,53,Female,No,Two Year,Yes,25,145.0,181.0
62966,79,Male,Yes,Month-to-Month,Yes,11,197.5,119.0
14145,41,Male,Yes,Month-to-Month,No,7,182.5,89.0
49316,63,Male,No,Month-to-Month,No,16,140.0,132.0
58257,70,Male,No,Month-to-Month,Yes,3,125.0,33.0
18064,58,Female,Yes,Month-to-Month,Yes,3,245.1,76.0
33473,63,Male,Yes,Month-to-Month,Yes,13,232.6,143.0
8723,46,Male,No,Month-to-Month,No,4,172.5,63.0
26257,89,Male,No,Month-to-Month,Yes,6,137.5,63.0
60924,49,Female,No,One year,Yes,16,162.5,175.0
65080,30,Male,Yes,Month-to-Month,No,12,172.5,154.0
15324,86,Female,Yes,Month-to-Month,Yes,5,165.0,88.0
75965,28,Male,Yes,Month-to-Month,Yes,3,160.0,101.0
26055,56,Male,Yes,Two Year,Yes,13,232.6,178.0
2129,80,Female,No,Two Year,Yes,5,172.5,57.0
95232,28,Female,Yes,Month-to-Month,Yes,10,160.0,110.0
1079,53,Female,No,One year,Yes,4,172.5,53.0
95388,86,Female,No,Month-to-Month,Yes,8,170.0,79.0
90035,27,Male,No,Two Year,No,6,175.0,129.0
92256,85,Female,No,One year,Yes,22,125.0,196.0
4926,47,Male,Yes,One year,Yes,17,265.1,184.0
53126,57,Male,No,One year,No,2,169.9,43.0
45135,51,Male,Yes,Month-to-Month,Yes,10,182.5,107.0
60537,37,Male,No,Two Year,Yes,12,137.5,107.0
95542,32,Female,Yes,Month-to-Month,Yes,15,202.6,202.0
72517,55,Male,Yes,Month-to-Month,No,10,225.1,168.0
34291,69,Male,Yes,Two Year,No,6,255.1,132.0
77030,24,Male,No,Month-to-Month,No,11,160.0,107.0
50144,79,Male,Yes,Month-to-Month,Yes,2,185.0,93.0
50598,64,Female,No,Month-to-Month,Yes,13,160.0,110.0
23323,26,Female,Yes,Two Year,No,4,265.1,93.0
58503,60,Female,Yes,Two Year,Yes,10,152.5,126.0
64020,69,Male,No,Month-to-Month,Yes,9,142.5,117.0
8026,65,Female,No,Two Year,Yes,7,165.0,79.0
99371,70,Male,No,Month-to-Month,Yes,1,127.5,25.0
49960,81,Female,No,Two Year,Yes,4,125.0,33.0
5660,42,Male,No,Month-to-Month,No,22,127.5,206.0
74344,55,Male,No,One year,Yes,4,137.5,49.0
93043,21,Male,Yes,Month-to-Month,No,22,202.6,258.0
23302,30,Male,Yes,Month-to-Month,No,2,230.1,76.0
1330,86,Male,Yes,Two Year,No,1,187.6,96.0
22640,81,Female,No,Month-to-Month,Yes,21,137.5,151.0
13303,81,Male,Yes,Month-to-Month,No,21,212.7,209.0
5655,19,Female,No,Month-to-Month,No,17,115.0,137.0
17404,41,Male,No,One year,Yes,23,175.1,205.0
61379,76,Female,No,One year,Yes,8,172.5,86.0
15237,70,Male,Yes,Two Year,Yes,14,277.6,159.0
959,22,Male,Yes,Month-to-Month,No,11,187.6,164.0
63369,41,Female,No,One year,Yes,11,160.0,93.0
96740,32,Male,No,Two Year,No,3,102.5,44.0
10516,54,Male,Yes,Month-to-Month,No,8,230.0,107.0
43085,57,Male,Yes,Month-to-Month,No,10,162.5,137.0
12067,72,Female,No,Month-to-Month,No,3,140.0,76.0
32725,46,Male,Yes,Two Year,Yes,8,222.6,148.0
68016,41,Male,Yes,Two Year,Yes,11,247.7,173.0
8246,64,Male,No,One year,No,8,162.5,114.0
73120,62,Male,Yes,Month-to-Month,Yes,3,207.6,62.0
23976,44,Female,No,Two Year,Yes,6,172.5,106.0
55968,86,Female,No,Two Year,No,19,137.5,144.0
27509,36,Female,Yes,Month-to-Month,No,11,170.0,106.0
97108,66,Male,Yes,Month-to-Month,Yes,1,240.1,60.0
71486,54,Male,No,Two Year,Yes,11,165.0,159.0
54731,63,Female,Yes,Month-to-Month,Yes,15,185.0,133.0
41132,59,Female,No,Month-to-Month,No,13,205.0,112.0
2150,65,Male,Yes,Month-to-Month,Yes,4,150.0,51.0
94937,48,Male,No,One year,Yes,15,165.0,169.0
2543,49,Male,No,Two Year,No,16,130.0,168.0
99563,35,Female,No,One year,Yes,15,170.0,131.0
54474,87,Male,Yes,Month-to-Month,Yes,6,185.0,111.0
52738,60,Male,No,One year,No,27,152.5,213.0
26739,82,Male,No,Month-to-Month,Yes,25,179.9,186.0
73664,45,Female,No,Two Year,No,9,162.5,121.0
15438,44,Female,No,Month-to-Month,Yes,6,120.0,105.0
18020,19,Male,Yes,Two Year,Yes,9,169.9,108.0
25639,37,Female,No,Month-to-Month,Yes,7,175.0,99.0
76259,19,Female,Yes,Month-to-Month,No,4,192.4,68.0
77362,70,Male,No,Month-to-Month,Yes,1,147.5,21.0
74003,51,Female,Yes,Month-to-Month,Yes,2,142.5,38.0
68825,71,Female,Yes,Month-to-Month,Yes,6,255.2,94.0
31788,30,Male,Yes,Month-to-Month,Yes,5,182.4,78.0
46214,27,Female,No,Two Year,Yes,22,182.5,186.0
3047,36,Female,Yes,Two Year,Yes,4,185.0,71.0
78591,76,Male,No,One year,No,21,200.0,223.0
49710,47,Female,No,Month-to-Month,No,6,120.0,66.0
95054,26,Male,Yes,Two Year,No,15,175.0,183.0
78880,31,Male,Yes,One year,Yes,6,275.1,115.0
49622,34,Male,No,Two Year,Yes,6,217.5,87.0
7095,56,Female,Yes,Month-to-Month,No,10,150.0,95.0
62295,44,Male,Yes,Month-to-Month,Yes,11,242.7,144.0
28343,62,Male,Yes,One year,Yes,1,205.0,48.0
35055,39,Female,No,Month-to-Month,No,13,140.0,116.0
33404,29,Female,Yes,Month-to-Month,No,2,130.0,75.0
84004,49,Female,Yes,Month-to-Month,No,8,242.6,118.0
84601,18,Female,No,Two Year,Yes,1,145.0,23.0
72472,19,Female,No,Two Year,Yes,6,275.1,118.0
67838,43,Female,Yes,One year,No,1,235.1,101.0
70514,28,Male,Yes,One year,Yes,8,177.5,140.0
33405,86,Male,Yes,Month-to-Month,Yes,2,140.0,74.0
14441,70,Female,Yes,Month-to-Month,Yes,9,162.5,131.0
16027,79,Female,No,One year,Yes,20,130.0,159.0
93263,84,Female,Yes,Month-to-Month,Yes,8,172.5,87.0
78617,46,Male,No,One year,No,3,169.9,70.0
14708,29,Male,Yes,Month-to-Month,Yes,18,185.0,226.0
63664,55,Male,Yes,Month-to-Month,No,15,172.5,175.0
78631,86,Female,Yes,Month-to-Month,Yes,3,245.1,81.0
87937,26,Female,Yes,Month-to-Month,Yes,17,230.1,175.0
56321,79,Female,Yes,Month-to-Month,No,2,252.6,55.0
98056,72,Male,No,Month-to-Month,No,5,192.5,60.0
28445,34,Female,No,Two Year,No,11,117.4,135.0
15909,45,Female,No,One year,Yes,9,172.4,129.0
19122,20,Female,No,Two Year,Yes,4,140.0,69.0
33755,80,Male,No,Two Year,No,10,105.0,119.0
43356,77,Male,Yes,Two Year,Yes,5,232.6,130.0
95364,44,Male,Yes,Month-to-Month,Yes,5,137.5,89.0
10075,73,Female,Yes,One year,Yes,4,167.5,112.0
24946,45,Male,Yes,One year,Yes,11,275.1,144.0
48309,53,Male,Yes,Month-to-Month,Yes,7,132.5,118.0
94952,20,Male,No,Two Year,No,3,169.9,65.0
26426,85,Female,No,Month-to-Month,No,12,105.0,117.0
68123,28,Female,No,Two Year,Yes,2,115.0,34.0
66111,68,Male,No,Two Year,No,5,160.0,61.0
1583,18,Male,Yes,Month-to-Month,Yes,7,149.9,139.0
61571,82,Female,No,Two Year,Yes,5,152.5,78.0
99517,28,Male,Yes,Month-to-Month,Yes,7,149.9,116.0
39144,29,Female,Yes,One year,No,10,212.7,125.0
40506,54,Female,No,Month-to-Month,Yes,6,105.0,60.0
44657,67,Female,No,Two Year,Yes,9,172.5,98.0
60005,28,Male,No,Month-to-Month,Yes,23,159.9,192.0
80467,84,Male,No,Month-to-Month,Yes,9,145.0,65.0
2639,68,Male,Yes,Two Year,No,12,277.7,146.0
60013,34,Female,Yes,Month-to-Month,No,3,160.0,74.0
12441,21,Female,Yes,Month-to-Month,Yes,2,242.6,70.0
63847,44,Female,No,Month-to-Month,No,25,160.0,195.0
17022,54,Male,Yes,Month-to-Month,Yes,20,175.0,173.0
28025,30,Male,No,Two Year,Yes,7,152.5,113.0
55105,48,Male,No,Two Year,No,8,117.4,108.0
15116,51,Female,Yes,Month-to-Month,No,13,230.1,139.0
75009,60,Female,Yes,Month-to-Month,Yes,12,172.5,140.0
27541,50,Male,No,One year,No,6,152.5,74.0
98446,87,Male,Yes,One year,No,2,242.6,99.0
20139,44,Female,No,Two Year,Yes,8,150.0,82.0
72653,82,Female,No,Month-to-Month,No,3,192.4,42.0
50002,29,Male,No,Two Year,No,2,117.5,52.0
26619,23,Male,No,Month-to-Month,No,17,127.5,178.0
51250,44,Male,No,Month-to-Month,Yes,31,107.5,252.0
97060,68,Female,No,Month-to-Month,Yes,21,102.5,149.0
96084,75,Female,Yes,One year,Yes,3,232.6,101.0
58451,31,Female,Yes,Month-to-Month,Yes,12,222.6,183.0
20170,78,Female,No,Two Year,No,14,215.0,130.0
47408,64,Female,No,Two Year,Yes,12,127.4,124.0
8007,46,Male,No,Month-to-Month,Yes,10,140.0,117.0
66048,23,Male,No,Month-to-Month,No,8,172.5,99.0
47354,77,Male,Yes,Month-to-Month,Yes,10,257.7,164.0
13844,63,Female,No,One year,Yes,22,169.9,179.0
12780,32,Female,No,Month-to-Month,Yes,9,172.5,98.0
40055,42,Female,No,Two Year,Yes,2,172.5,47.0
54756,46,Male,No,One year,No,13,142.5,160.0
42024,55,Female,Yes,Month-to-Month,No,5,207.6,87.0
78022,60,Male,No,Two Year,No,5,125.0,49.0
21226,36,Male,Yes,Month-to-Month,No,7,169.9,80.0
17748,49,Female,No,Two Year,No,9,150.0,81.0
48038,26,Female,No,Month-to-Month,Yes,2,117.5,70.0
8827,32,Male,No,One year,Yes,8,185.0,110.0
74570,67,Female,No,Month-to-Month,No,8,92.5,69.0
20130,67,Female,Yes,Month-to-Month,Yes,12,252.6,139.0
65809,36,Male,No,Two Year,Yes,26,115.0,200.0
20743,68,Male,Yes,Month-to-Month,No,10,220.1,114.0
6082,67,Male,Yes,One year,Yes,5,195.0,112.0
54491,67,Female,No,Two Year,Yes,15,137.4,118.0
16624,52,Female,Yes,Month-to-Month,Yes,12,200.2,130.0
98047,77,Female,Yes,Month-to-Month,Yes,3,162.5,44.0
48152,36,Male,Yes,Month-to-Month,Yes,10,130.0,130.0
15327,48,Male,Yes,Month-to-Month,No,17,149.9,180.0
90831,25,Male,Yes,Month-to-Month,Yes,12,195.0,122.0
26267,63,Male,No,Month-to-Month,Yes,10,152.5,132.0
19341,19,Male,Yes,Month-to-Month,No,4,240.1,84.0
41832,39,Male,No,Two Year,Yes,5,147.5,90.0
5461,44,Female,No,Two Year,No,22,192.5,188.0
10968,47,Female,No,Two Year,Yes,7,105.0,94.0
81227,71,Female,Yes,Month-to-Month,No,6,192.4,64.0
33594,19,Male,No,One year,No,4,117.5,82.0
59859,70,Female,No,Two Year,Yes,8,152.5,131.0
11796,72,Female,Yes,Month-to-Month,Yes,30,230.1,248.0
29672,34,Male,Yes,Month-to-Month,Yes,6,172.5,123.0
88130,76,Male,Yes,Month-to-Month,No,12,232.6,171.0
79014,30,Male,Yes,Month-to-Month,No,7,217.5,107.0
38850,60,Female,Yes,Month-to-Month,No,10,165.0,140.0
7502,59,Female,No,One year,Yes,5,172.5,64.0
19401,60,Female,Yes,Month-to-Month,No,6,160.0,70.0
12197,55,Male,No,Two Year,No,12,140.0,111.0
53083,36,Female,No,Month-to-Month,No,11,127.4,127.0
51450,57,Female,Yes,Two Year,Yes,13,240.1,131.0
73072,49,Male,Yes,Month-to-Month,Yes,18,202.4,162.0
23398,83,Female,Yes,Month-to-Month,Yes,12,107.5,122.0
71753,77,Female,Yes,Month-to-Month,No,8,172.5,98.0
80517,29,Female,No,Two Year,No,7,137.5,82.0
62895,62,Male,Yes,Month-to-Month,Yes,12,142.5,152.0
81091,84,Female,Yes,Month-to-Month,Yes,5,232.6,114.0
64730,44,Female,Yes,Month-to-Month,Yes,6,172.4,76.0
78639,19,Male,Yes,Two Year,No,11,220.1,150.0
74569,78,Female,Yes,Month-to-Month,Yes,8,160.0,85.0
38469,83,Male,Yes,Month-to-Month,No,9,175.0,103.0
80923,41,Male,No,One year,No,20,252.6,202.0
57225,23,Female,Yes,Month-to-Month,No,5,197.6,92.0
47523,53,Male,Yes,Month-to-Month,Yes,12,175.0,153.0
10541,67,Female,Yes,Two Year,Yes,14,242.6,153.0
98368,88,Female,No,One year,No,28,182.5,205.0
14767,77,Female,No,Month-to-Month,No,28,105.0,223.0
58416,43,Male,No,Two Year,Yes,15,210.1,156.0
90015,73,Male,No,Two Year,No,2,92.5,48.0
662,45,Male,No,One year,Yes,17,135.0,138.0
32535,57,Male,No,Month-to-Month,No,17,172.4,148.0
73444,36,Male,Yes,Month-to-Month,Yes,8,237.7,168.0
68667,69,Male,Yes,Month-to-Month,Yes,2,207.5,47.0
72016,30,Female,No,Month-to-Month,No,6,160.0,87.0
48733,44,Male,Yes,Month-to-Month,No,11,192.4,121.0
67035,25,Male,Yes,Month-to-Month,Yes,29,277.6,269.0
93625,31,Female,Yes,Month-to-Month,Yes,4,149.9,93.0
81523,64,Male,Yes,One year,No,2,220.1,59.0
76682,48,Male,No,One year,Yes,20,149.9,206.0
39532,31,Male,Yes,Two Year,Yes,10,202.7,137.0
96050,22,Female,Yes,Month-to-Month,No,8,277.6,118.0
95472,57,Female,Yes,Month-to-Month,Yes,2,242.6,67.0
49449,23,Male,No,Month-to-Month,Yes,8,140.0,93.0
72034,52,Female,Yes,One year,Yes,9,255.1,119.0
76436,69,Female,No,Two Year,No,3,127.5,45.0
37846,61,Male,No,Two Year,Yes,8,184.9,131.0
95466,84,Female,Yes,Month-to-Month,Yes,2,107.5,57.0
99515,54,Female,Yes,Month-to-Month,No,4,105.0,58.0
46048,67,Female,Yes,Month-to-Month,Yes,13,127.5,98.0
13450,40,Male,Yes,Two Year,Yes,1,235.2,70.0
5341,37,Male,Yes,Month-to-Month,Yes,24,202.6,273.0
7418,29,Female,Yes,Two Year,Yes,2,225.1,117.0
29031,23,Female,No,Two Year,No,17,92.5,160.0
28594,36,Female,No,Month-to-Month,Yes,5,149.9,93.0
88135,76,Male,Yes,Month-to-Month,Yes,5,132.5,111.0
77964,87,Female,Yes,Month-to-Month,Yes,5,212.6,114.0
80454,51,Male,No,Month-to-Month,Yes,6,125.0,57.0
39047,25,Female,No,One year,Yes,5,125.0,82.0
84094,40,Female,No,One year,No,22,145.0,156.0
16664,30,Female,Yes,Month-to-Month,Yes,16,222.6,183.0
64102,19,Male,No,Two Year,No,1,107.5,54.0
78238,21,Female,No,Month-to-Month,Yes,9,160.0,91.0
28385,65,Male,Yes,Month-to-Month,No,3,235.2,70.0
45135,51,Female,Yes,Month-to-Month,No,3,240.1,63.0
16748,86,Male,Yes,Two Year,No,5,184.9,98.0
79762,52,Female,Yes,One year,Yes,12,222.6,169.0
55811,68,Female,No,Month-to-Month,No,7,117.5,94.0
24827,89,Female,Yes,Month-to-Month,Yes,7,159.9,61.0
27713,18,Female,Yes,Two Year,No,10,262.6,128.0
14302,33,Female,Yes,Month-to-Month,No,8,210.1,108.0
97463,58,Female,No,Month-to-Month,Yes,1,147.5,33.0
30903,65,Male,Yes,Two Year,No,2,247.7,111.0
33487,86,Male,Yes,Month-to-Month,No,5,197.5,104.0
66606,80,Female,No,Two Year,Yes,17,195.0,141.0
20842,86,Female,Yes,Two Year,Yes,4,162.4,74.0
19960,44,Male,Yes,Month-to-Month,Yes,6,200.1,96.0
32141,45,Female,No,Month-to-Month,No,16,117.5,151.0
50063,53,Female,Yes,Month-to-Month,No,4,197.5,98.0
45826,35,Male,Yes,Month-to-Month,No,8,115.0,80.0
58849,60,Male,Yes,Month-to-Month,No,10,172.5,98.0
77389,71,Female,No,Month-to-Month,No,31,117.5,229.0
43431,70,Female,No,Two Year,No,12,202.6,165.0
15945,46,Female,No,Two Year,Yes,7,245.2,112.0
54614,64,Male,Yes,Month-to-Month,Yes,3,207.6,64.0
61338,44,Male,No,Two Year,No,5,137.4,79.0
49894,21,Female,No,Two Year,Yes,2,125.0,43.0
4677,26,Female,Yes,Month-to-Month,No,6,220.1,100.0
1951,75,Female,No,Month-to-Month,Yes,16,135.0,110.0
46545,81,Female,Yes,Month-to-Month,Yes,22,202.4,166.0
13324,27,Female,Yes,Month-to-Month,No,10,159.9,112.0
38865,75,Male,No,One year,No,11,185.0,153.0
98148,19,Male,No,One year,Yes,18,195.0,207.0
27832,47,Female,No,Two Year,Yes,8,175.0,126.0
74536,81,Female,Yes,Month-to-Month,Yes,9,222.6,137.0
40763,43,Female,Yes,Month-to-Month,Yes,4,185.0,69.0
77306,83,Female,Yes,Month-to-Month,Yes,5,117.5,66.0
33928,22,Male,No,One year,Yes,7,107.5,104.0
49434,59,Male,Yes,Month-to-Month,Yes,18,159.9,183.0
98632,81,Male,Yes,Month-to-Month,No,3,212.6,105.0
84515,81,Male,Yes,Two Year,Yes,2,162.5,67.0
53195,26,Female,No,One year,No,2,167.5,40.0
18013,67,Male,No,Two Year,Yes,4,137.5,82.0
99131,19,Female,No,Month-to-Month,Yes,5,127.5,62.0
21822,24,Male,Yes,Month-to-Month,Yes,14,245.1,169.0
85552,26,Female,No,One year,Yes,11,125.0,122.0
94118,80,Male,No,One year,No,4,172.5,47.0
74522,89,Female,Yes,Month-to-Month,No,27,245.1,260.0
63110,19,Female,Yes,Month-to-Month,Yes,4,137.5,104.0
95556,20,Female,Yes,Month-to-Month,No,20,200.1,231.0
5656,60,Female,No,Two Year,Yes,6,195.0,70.0
11957,86,Male,No,One year,Yes,4,135.0,34.0
38626,35,Male,No,One year,No,12,172.5,125.0
38452,47,Male,Yes,Month-to-Month,No,7,265.1,121.0
72569,41,Female,No,Two Year,No,1,105.0,72.0
21402,41,Female,No,Month-to-Month,Yes,9,112.5,61.0
11223,40,Female,No,Month-to-Month,No,7,195.0,77.0
75633,28,Male,No,One year,Yes,20,135.0,168.0
5826,40,Male,No,Two Year,No,3,187.5,74.0
24175,60,Female,No,Month-to-Month,Yes,6,92.5,92.0
1073,61,Female,Yes,Month-to-Month,No,7,215.0,78.0
11554,70,Male,Yes,Two Year,Yes,4,232.6,122.0
84065,39,Male,No,Two Year,Yes,13,160.0,115.0
28663,32,Female,No,Two Year,No,13,182.5,126.0
74964,28,Female,Yes,Two Year,No,26,225.1,275.0
29403,29,Male,No,Two Year,No,3,150.0,53.0
48203,83,Female,No,Month-to-Month,No,8,145.0,51.0
37738,73,Female,No,Two Year,No,13,117.5,134.0
30230,33,Male,No,Two Year,No,11,162.5,149.0
61811,46,Male,Yes,Month-to-Month,Yes,10,182.4,148.0
97239,66,Male,Yes,Month-to-Month,Yes,3,147.5,74.0
61880,45,Male,Yes,Two Year,No,10,172.5,140.0
19122,33,Female,No,Two Year,No,10,242.6,135.0
25508,24,Female,Yes,Month-to-Month,Yes,10,140.0,108.0
11710,49,Male,No,One year,Yes,10,130.0,148.0
72166,59,Female,Yes,Month-to-Month,No,10,187.6,140.0
45156,19,Male,Yes,Month-to-Month,Yes,14,242.6,162.0
45387,70,Male,Yes,One year,Yes,4,172.4,103.0
12791,48,Female,No,Two Year,Yes,8,137.5,84.0
38732,74,Male,Yes,Month-to-Month,No,3,185.0,97.0
2725,32,Female,No,One year,Yes,19,220.1,180.0
13108,52,Female,Yes,Two Year,No,5,235.1,121.0
75942,44,Male,No,Month-to-Month,No,25,160.0,196.0
37140,83,Male,No,Month-to-Month,Yes,3,130.0,49.0
52076,76,Male,No,One year,Yes,5,192.4,65.0
64642,81,Female,Yes,Month-to-Month,Yes,1,169.9,23.0
86343,66,Male,Yes,Month-to-Month,Yes,1,210.1,53.0
38672,28,Female,Yes,One year,No,8,207.5,138.0
13436,83,Male,No,Month-to-Month,Yes,5,127.5,83.0
48302,60,Male,Yes,Month-to-Month,Yes,3,175.0,102.0
25320,18,Male,No,Month-to-Month,No,8,172.5,96.0
98056,63,Male,No,One year,No,12,150.0,117.0
68849,57,Male,Yes,Month-to-Month,No,3,190.1,103.0
95372,48,Female,No,One year,Yes,3,150.0,81.0
31626,47,Female,Yes,Month-to-Month,Yes,5,182.5,62.0
95225,77,Female,No,One year,No,28,192.5,216.0
13681,71,Female,No,Month-to-Month,No,3,139.9,76.0
53005,74,Female,No,Month-to-Month,No,7,179.9,66.0
94044,39,Female,Yes,Month-to-Month,Yes,2,127.4,62.0
17043,45,Female,No,Month-to-Month,Yes,5,102.5,45.0
95222,23,Male,Yes,Month-to-Month,No,1,255.2,84.0
15234,33,Male,No,One year,Yes,13,130.0,117.0
38326,78,Male,Yes,Month-to-Month,Yes,13,169.9,109.0
34474,64,Male,No,Month-to-Month,No,13,137.4,116.0
11351,62,Female,Yes,Month-to-Month,Yes,4,130.0,49.0
75494,26,Female,Yes,Month-to-Month,No,20,207.6,188.0
97205,25,Male,No,Two Year,No,12,182.5,121.0
55382,63,Female,No,Two Year,Yes,5,127.5,52.0
26294,21,Female,Yes,Month-to-Month,Yes,11,262.6,138.0
13035,62,Male,No,Two Year,No,8,235.2,112.0
88260,74,Male,No,One year,Yes,25,277.7,243.0
55076,22,Male,Yes,Two Year,Yes,16,245.1,223.0
10177,26,Male,No,Two Year,No,8,142.5,138.0
23884,86,Male,Yes,Month-to-Month,No,8,212.7,103.0
3862,18,Female,Yes,Month-to-Month,Yes,3,140.0,84.0
92307,79,Male,Yes,Month-to-Month,Yes,6,235.1,132.0
56554,81,Male,Yes,Month-to-Month,No,16,240.1,168.0
91766,78,Female,No,Two Year,Yes,11,152.5,132.0
61477,18,Female,Yes,One year,No,16,270.2,221.0
60961,57,Male,No,One year,Yes,7,127.5,65.0
16402,51,Male,No,Month-to-Month,Yes,18,92.5,164.0
13670,35,Female,No,Month-to-Month,No,6,160.0,70.0
42464,25,Female,No,Month-to-Month,Yes,9,167.5,89.0
6606,57,Male,No,One year,Yes,5,220.0,77.0
84649,82,Male,Yes,Month-to-Month,No,8,242.6,98.0
88240,29,Male,No,Month-to-Month,Yes,10,157.5,89.0
95429,58,Female,No,Two Year,Yes,5,150.0,48.0
28383,60,Female,No,Month-to-Month,No,18,172.5,149.0
82725,85,Female,Yes,One year,No,4,255.1,96.0
28511,74,Male,Yes,Month-to-Month,Yes,9,195.0,101.0
31822,21,Female,Yes,One year,Yes,6,165.0,122.0
1452,67,Male,No,Month-to-Month,No,4,105.0,70.0
73015,43,Female,No,Two Year,No,2,152.5,79.0
28733,46,Female,Yes,Month-to-Month,Yes,6,195.0,81.0
14822,26,Female,No,Month-to-Month,No,24,162.5,206.0
97484,47,Female,No,Month-to-Month,No,3,160.0,42.0
71223,86,Male,No,Month-to-Month,No,3,115.0,46.0
33021,26,Female,Yes,Month-to-Month,No,7,160.0,117.0
68055,32,Female,Yes,Month-to-Month,Yes,15,210.1,186.0
61761,81,Female,No,One year,Yes,9,175.0,126.0
75126,48,Male,Yes,Two Year,Yes,8,245.1,117.0
2633,43,Male,Yes,One year,Yes,9,265.1,127.0
41002,83,Female,No,Two Year,Yes,7,92.5,53.0
18332,38,Female,Yes,Month-to-Month,No,5,245.1,129.0
32648,55,Female,Yes,One year,Yes,14,225.1,188.0
63080,53,Female,Yes,Month-to-Month,Yes,13,195.0,120.0
52772,52,Male,No,Month-to-Month,Yes,6,105.0,70.0
85379,63,Male,No,Two Year,Yes,15,117.5,154.0
40342,29,Male,Yes,Month-to-Month,No,14,120.0,168.0
30701,81,Male,Yes,One year,Yes,2,245.1,96.0
13746,82,Female,No,One year,Yes,6,179.9,53.0
97007,83,Female,Yes,Month-to-Month,Yes,13,242.7,137.0
12574,68,Male,Yes,Month-to-Month,Yes,3,160.0,47.0
2113,53,Male,Yes,Two Year,Yes,7,257.6,150.0
93013,49,Male,Yes,Month-to-Month,Yes,7,155.0,126.0
42223,33,Female,Yes,Month-to-Month,No,21,207.5,192.0
66411,49,Female,No,One year,Yes,13,135.0,100.0
63119,43,Female,Yes,Two Year,Yes,1,125.0,66.0
62278,69,Female,Yes,Month-to-Month,Yes,17,167.5,190.0
48213,19,Male,Yes,Month-to-Month,Yes,12,187.7,146.0
97457,87,Female,No,Month-to-Month,Yes,6,140.0,64.0
34946,22,Male,No,One year,Yes,13,160.0,130.0
52073,70,Male,No,One year,Yes,7,172.5,89.0
23027,60,Male,Yes,Month-to-Month,Yes,15,257.6,204.0
86314,58,Female,No,Two Year,Yes,20,105.0,167.0
36054,32,Male,No,One year,Yes,12,132.5,125.0
48896,40,Male,Yes,Month-to-Month,Yes,9,255.1,159.0
76470,47,Female,Yes,Month-to-Month,Yes,2,207.6,62.0
67634,73,Male,Yes,Month-to-Month,No,16,197.6,157.0
14478,40,Female,Yes,Month-to-Month,No,5,130.0,99.0
20141,74,Female,No,Two Year,No,4,127.5,70.0
34105,46,Male,No,Two Year,Yes,8,205.0,97.0
75065,60,Female,Yes,One year,No,9,245.1,147.0
58561,56,Female,No,One year,Yes,2,150.0,59.0
1536,55,Male,No,Two Year,Yes,8,155.0,123.0
50566,25,Male,Yes,Month-to-Month,No,4,195.0,69.0
41093,82,Female,Yes,Month-to-Month,Yes,19,217.5,159.0
68455,51,Male,No,Month-to-Month,Yes,3,107.5,43.0
75494,30,Male,No,Month-to-Month,No,10,117.5,99.0
10985,83,Female,No,One year,No,3,162.5,39.0
25048,63,Female,Yes,Month-to-Month,Yes,13,159.9,116.0
94933,71,Female,Yes,Month-to-Month,No,10,150.0,82.0
28601,38,Female,Yes,Month-to-Month,No,1,220.1,61.0
19967,32,Male,No,Month-to-Month,Yes,15,172.5,141.0
45370,40,Female,No,Month-to-Month,Yes,15,195.0,137.0
46065,45,Male,No,Two Year,Yes,8,162.5,98.0
7505,51,Male,No,One year,Yes,16,152.5,179.0
47615,30,Female,Yes,Month-to-Month,No,17,139.9,185.0
23304,42,Male,Yes,Month-to-Month,Yes,6,182.4,83.0
45388,82,Male,Yes,Two Year,No,3,197.5,96.0
82214,64,Male,Yes,Month-to-Month,Yes,16,265.1,184.0
43759,66,Male,Yes,Month-to-Month,Yes,1,159.9,69.0
18618,55,Male,No,Month-to-Month,No,3,157.5,35.0
95328,86,Male,No,One year,No,17,140.0,174.0
38391,49,Female,No,Two Year,Yes,8,125.0,73.0
92606,68,Male,No,Two Year,Yes,2,145.0,41.0
94597,23,Female,No,Two Year,No,2,172.4,51.0
601,50,Male,No,Two Year,Yes,9,147.5,96.0
79082,53,Female,No,Month-to-Month,No,20,169.9,165.0
49902,85,Female,Yes,Month-to-Month,Yes,11,220.1,110.0
36351,68,Male,No,Two Year,No,2,127.5,26.0
7922,80,Male,Yes,Month-to-Month,Yes,15,165.0,169.0
32403,27,Male,Yes,Month-to-Month,No,3,147.5,53.0
26003,62,Male,Yes,Month-to-Month,No,10,210.2,123.0
32340,29,Female,Yes,Month-to-Month,Yes,2,175.0,79.0
54474,40,Female,Yes,Month-to-Month,Yes,9,235.2,129.0
28684,67,Female,No,One year,Yes,11,222.6,121.0
48738,66,Female,Yes,Month-to-Month,No,7,220.1,129.0
68004,36,Female,Yes,Two Year,Yes,7,137.5,99.0
17576,24,Male,Yes,Month-to-Month,Yes,3,242.6,87.0
30339,89,Male,No,Month-to-Month,Yes,15,192.5,124.0
23065,89,Male,Yes,Two Year,No,9,172.5,128.0
67041,32,Male,Yes,Month-to-Month,No,23,142.5,225.0
67844,55,Male,No,Two Year,Yes,6,160.0,72.0
10975,19,Female,Yes,Month-to-Month,No,10,220.1,154.0
